Node,Max Depth (ft)
JCT-874,10.25355569874524
JCT-876,27.1199
JCT-878,21.15196450139951
JCT-880,21.382679514058417
JCT-882,43.221734869001864
JCT-884,43.020539240874484
JCT-886,1.4478191172896135
JCT-888,0.67466179205995
JCT-892,32.1201
JCT-894,12.043820262152485
JCT-896,15.50958727100197
JCT-898,2.1176886403714796
JCT-90,0.0
JCT-900,2.2003624403259066
JCT-906,7.054986129616729
JCT-908,6.815545584669823
JCT-909,2.820658128451492
JCT-910,1.1619193584666405
JCT-911,12.808738167925826
JCT-912,0.05943952920093535
JCT-913,13.82398571559051
JCT-915,15.44402219315259
JCT-916,21.17459001316942
JCT-918,13.79283369019102
JCT-92,0.0
JCT-920,13.806540588996727
JCT-924,2.4218537230032138
JCT-926,1.7767849550894192
JCT-928,1.9381175885914153
JCT-930,1.263194723869347
JCT-932,2.093513747000081
JCT-933,21.682888268616317
JCT-936,12.573817934053922
JCT-937,6.577275195117922
JCT-938,1.2225104217399636
JCT-939,4.0586663250341495
JCT-94,8.900716180977252
JCT-940,1.2450596235008229
JCT-942,1.243858781864102
JCT-948,2.0120093796920884
JCT-950,2.8212978208463664
JCT-952,1.265177634068554
JCT-956,4.155135984304453
JCT-958,4.050084845707808
JCT-96,9.527478939873953
JCT-960,1.1132800290817326
JCT-962,1.3172891627229868
JCT-964,27.069131573843897
JCT-965,13.477107512547777
JCT-966,28.805111803087698
JCT-968,3.7526535428295498
JCT-970,4.127995242407943
JCT-976,4.718321694172992
JCT-982,38.250305267169026
JCT-983,16.065353953907515
JCT-985,19.676277810306235
JCT-986,16.665911984892308
JCT-988,13.61853559163235
JCT-990,13.646664353646381
JCT-992,13.587085524840226
JCT-994,13.612059070839646
JCT-996,7.89255698596978
JCT-998,8.78967386284316
JeffersonDiversion,40.0
JFI-10,23.2
JFI-100,10.92
JFI-101,10.77
JFI-102,9.14
JFI-103,9.51
JFI-104,9.27
JFI-105,7.84
JFI-106,8.6
JFI-11,22.9
JFI-12,22.75
JFI-13,22.24
JFI-14,22.19
JFI-15,22.91
JFI-16,21.67
JFI-17,22.24
JFI-18,21.69
JFI-19,20.73
JFI-2,25.30505320322056
JFI-20,21.71
JFI-21,21.51
JFI-22,21.02
JFI-23,21.57
JFI-24,21.12
JFI-25,21.34
JFI-26,21.71
JFI-27,21.48
JFI-3,26.1
JFI-30,20.06
JFI-31,20.35
JFI-32,20.24
JFI-34,20.09
JFI-36,19.53
JFI-37,18.48
JFI-38,18.44
JFI-39,17.63
JFI-40,17.58
JFI-41,17.38
JFI-43,17.29
JFI-44,16.93
JFI-46,16.89
JFI-47,16.79
JFI-48,15.47
JFI-49,15.41
JFI-5,25.49
JFI-50,17.3
JFI-51,17.22
JFI-52,15.52
JFI-53,15.42
JFI-54,16.23
JFI-55,16.05
JFI-56,15.18
JFI-57,15.08
JFI-58,14.96
JFI-6,26.18
JFI-60,13.48
JFI-62,13.29
JFI-63,13.63
JFI-64,13.41
JFI-66,12.478282830631338
JFI-67,10.0201398811521
JFI-68,10.759343689627748
JFI-7,24.86
JFI-74,19.14
JFI-75,17.56
JFI-76,17.09
JFI-77,17.12
JFI-78,17.27
JFI-79,16.9
JFI-8,24.54
JFI-80,16.78
JFI-81,15.37
JFI-82,16.04
JFI-84,16.06
JFI-85,14.45
JFI-86,14.76
JFI-87,14.92
JFI-88,13.21
JFI-89,13.67
JFI-90,13.91
JFI-91,14.61
JFI-93,13.53
JFI-94,12.25
JFI-95,10.97
JFI-96,11.32
JFI-97,11.58
JFI-98,11.28
JFI-99,11.9
JFR-11,23.16
JFR-12,23.62
JFR-14,24.71
JFR-15,24.1
JFR-16,25.24
JFR-17,24.46
JFR-18,24.87
JFR-19,23.2
JFR-20,22.95
JFR-21,22.67
JFR-22,21.94
JFR-25,21.88
JFR-26,22.23
JFR-27,22.38
JFR-28,22.36
JFR-29,22.24
JFR-3,20.31
JFR-30,21.51
JFR-31,22.58
JFR-32,21.79
JFR-33,21.92
JFR-34,21.33
JFR-35,20.26
JFR-36,20.63
JFR-37,21.12
JFR-39,20.28
JFR-4,26.82
JFR-40,20.36
JFR-41,18.78
JFR-42,19.1
JFR-43,19.83
JFR-44,18.85
JFR-45,19.12
JFR-46,19.4
JFR-47,18.72
JFR-48,19.34
JFR-49,17.47
JFR-5,26.12
JFR-50,18.05
JFR-51,19.22
JFR-52,19.14
JFR-53,17.58
JFR-54,18.18
JFR-55,18.6
JFR-56,17.32
JFR-57,17.92
JFR-58,16.85
JFR-59,16.44
JFR-6,25.42
JFR-60,16.94
JFR-61,16.79
JFR-62,17.2
JFR-64,13.759742477269526
JFR-65,12.177673885035999
JFR-68,7.37655051088136
JFR-69,19.750075539268135
JFR-7,25.58
JFR-70,21.67
JFR-71,20.42
JFR-72,20.32
JFR-73,21.14
JFR-74,21.15
JFR-75,20.01
JFR-77,19.94
JFR-78,20.65
JFR-79,20.21
JFR-8,24.6
JFR-80,19.08
JFR-81,20.01
JFR-83,19.77
JFR-84,18.44
JFR-85,18.91
JFR-86,19.49
JFR-87,20.25
JFR-88,19.97
JFR-89,18.33
JFR-9,25.56
JFR-90,16.49
JFR-91,16.99
JFR-92,17.89
JFR-93,16.62
JFR-94,15.01
JFR-95,15.49
JFR-96,15.01
JFR-97,14.27
JFR-98,14.55
KARM-1,12.828717514482486
KARM-10,12.998745543939542
KARM-11,12.867426852265327
KARM-2,13.844748385569892
KARM-3,13.340146071701758
KARM-3A,13.403196126634997
KARM-4,13.530947693850942
KARM-5,13.524326846859706
KARM-6,13.419430651646778
KARM-7,13.261224127444216
KARM-8,13.144292538172785
KARM-9,13.0825673008662
KEL-1,19.33
KEL-2,18.52
KEL-3,17.74
KEL-4,17.08
KEL-5,15.63
KEL-6,16.39
KEL-7,16.09
KEL-8,15.477069211627445
KEL-9,15.4412264296044
LAMB-1,18.43
LAMB-2,17.41
LAMB-4,9.665208765678884
LathrupTankDischarge,0.0
Local_CSO_53_(L34)_MH1,0.27802735248643284
Local_CSO_53_(L34)_MH2,0.2280182463208862
Local_CSO_53_(L34)_MH3,0.23415100198103195
Local_CSO_53_(L34)_MH4,0.22672542412993973
Local_CSO_53_(L34)_MH5,0.21257560271263154
Local_CSO_53_(L34)_MH6,0.21195662308037794
Local_CSO_53_(L34)_MH7,0.2119416594974864
Local_CSO_53_(L34)_MH8,0.21298172197293558
Local_CSO_53_(L34)_MH9,0.21196519876925732
Local_LC001_MH01,0.274823273258774
Local_LC001_MH02,0.13557125382855223
Local_LC001_MH03,0.13664268340066663
Local_LC002_BT,0.9961899012725379
Local_LC002_MH01,0.076195905417927
Local_LC002_MH02,0.16359893920042373
Local_LC002_MH03,0.14733835097061665
Local_LC003_&_LC015_DHLI-MH1-01,1.4452251312508713
Local_LC003_&_LC015_DHLI-MH1-01A,1.6109572378397683
Local_LC003_&_LC015_DHLI-MH1-02,1.1329976718080719
Local_LC003_&_LC015_DHLI-MH1-03B,0.561923679477887
Local_LC003_&_LC015_DHLI-MH1-04,0.4794934520620846
Local_LC003_&_LC015_DHLI-MH1-05,0.4533584916095016
Local_LC003_315,0.3249285654180184
Local_LC003_320,0.21241973015913992
Local_LC003_323,0.16871050229819862
Local_LC003_325,0.3032705745088071
Local_LC003_330,0.2368761176694038
Local_LC003_333,0.404020694256887
Local_LC003_335,0.10537300650987454
Local_LC003_MH01,0.24679638595253373
Local_LC003_MH02,0.22070299977018903
Local_LC003_MH03,0.2042682023859555
Local_LC003_MH04,0.22584082110476766
Local_LC003_MH05,0.2189897806525753
Local_LC003_MH06,0.22058818297382926
Local_LC003_MH07,0.21935289366215538
Local_LC003_MH08,0.22074884903802713
Local_LC003_MH09,0.19122131259713912
Local_LC003_MH10,0.29633945072931167
Local_LC004_Reg_MH01,0.7902543785721509
Local_LC005_MH01,0.046905186607908586
Local_LC005_MH02,0.07296418864179574
Local_LC006_MH01,0.12491487635506901
Local_LC006_MH02,0.12358225856048405
Local_LC007_&_LC199_MH01,4.356345903386666
Local_LC007_&_LC199_Reg_MH01,0.7370941876192812
Local_LC008_MH01,0.19001571446966162
Local_LC008_MH02,0.18723205077575872
Local_LC009_MH01,2.3651184989278597
Local_LC009_Reg_TP01,0.43298411975182816
Local_LC010_MH01,3.69867435742991
Local_LC010_MH02,3.068992808887132
Local_LC011_MH01,4.065616886266151
Local_LC012_MH01,1.6159731898060896
Local_LC012_Reg_MH01,0.5865015242804372
Local_LC012_Reg_TP01,0.4964586962394747
Local_LC013_MH1,0.9183596181426196
Local_LC013_TP1,2.5597703702866346
Local_LC014_MH01,0.12542814004750424
Local_LC014_MH02,0.1112980550225235
Local_LC014_MH03,0.0989307234917963
Local_LC015_120,0.2968506134505907
Local_LC015_125,0.5970963159569536
Local_LC015_130,0.4616076791685598
Local_LC015_135,0.4055436021027209
Local_LC015_137,0.3469880875936663
Local_LC015_140,0.30260942626660087
Local_LC015_220,0.540361975966763
Local_LC015_223,0.2623865847860436
Local_LC015_225,0.20289657843242015
Local_LC015_230,0.13482683213047802
Local_LC015_235,0.1199476285596483
Local_LC015_238,0.45832981873150347
Local_LC015_240,0.3548997748138102
Local_LC015_245,0.33088139621989865
Local_LC015_250,0.2221591777187017
Local_LC015_255,0.26238154770868205
Local_LC015_260,0.24503622835513186
Local_LC015_270,0.21728711404171433
Local_LC015_272,0.16369584625090605
Local_LC015_273,0.1192987140394578
Local_LC015_275,0.1293781399471921
Local_LC015_280,0.10096303582448676
Local_LC015_285,0.17276976763994706
Local_LC015_290,0.1387941193706409
Local_LC015_295,0.143175712945515
Local_LC015_405,0.2188524009253336
Local_LC015_410,0.08320752594864234
Local_LC015_505,0.1018196664278715
Local_LC015_510,0.1485905767883685
Local_LC015_515,0.15599976070436206
Local_LC015_520,0.17884721663450304
Local_LC015_DHLI-MH1-06,0.5203092302976408
Local_LC015_DHLI-MH1-09,0.44833921620347505
Local_LC015_DHLI-MH1-11,0.5595916888575128
Local_LC015_DHLI-MH1-13,0.44885060113637965
Local_LC015_DHLI-MH1-15,0.3293771341869949
Local_LC015_DHLI-MH1-17,0.2605929726490879
Local_LC015_DHLI-MH1-19,0.24341674627312926
Local_LC015_DHLI-MH1-21,0.23941206946436572
Local_LC015_DHLI-MH1-23,0.2246591989953507
Local_LC015_DHLI-MH1-25,0.2198306623687452
Local_LC015_DHLI-MH1-27,0.21134238981774217
Local_LC015_MH0578.8,0.6771334524240886
Local_LC015_MH0961.3,0.6288672437316534
Local_LC015_MH1366.3,0.6119419520943374
Local_LC015_MH1826.3,0.6058254518983484
Local_LC015_MH2240.5,0.6173168401883422
Local_LC015_MH2636.5,0.6092447362490321
Local_LC015_MH2940.8,0.6128901485398025
Local_LC015_MH3194.3,0.533973839822402
Local_LC015_MH3408.3,0.5404050780008645
Local_LC015_MH3431.6,0.5105753125062213
Local_LC015_Reg_MH0169.0,0.7692428627204797
Local_LC016_MH01,3.6795065330341123
Local_LC016_MH02,4.6352731808762595
Local_LC016_MH03,0.7001587342283011
Local_LC016_MH04,1.9334761338715203
Local_LC016_TP01,4.862026209591968
Local_LC017_Reg_MH01,10.98520384893723
Local_LC017_Reg_MH02,6.2
Local_LC018_MH01,0.059607039949910734
Local_LC018_MH02,0.05949992645596328
Local_LC019_BT,2.629520132017398
Local_LC019_MH01,9.996217704610899e-05
Local_LC019_MH02,0.08177815742679576
Local_LC019_MH03,0.21573583011980288
Local_LC019_MH04,0.06573354120495936
Local_LC020_&_LC021_BT,2.7815547492405086
Local_LC020_&_LC021_DHLI-MH2-01,4.885270407113605
Local_LC020_&_LC021_DHLI-MH2-02,1.5786471300589304
Local_LC020_&_LC021_DHLI-MH2-04A,0.16169699279041383
Local_LC020_&_LC021_DHLI-MH2-05,0.23284416256947346
Local_LC020_&_LC021_DHLI-MH2-06,0.19112467514619735
Local_LC020_&_LC021_DHLI-MH2-07,0.2503301445491962
Local_LC020_&_LC021_DHLI-MH2-08,0.18539788045064148
Local_LC020_&_LC021_DHLI-MH2-09,0.2139005599244317
Local_LC020_&_LC021_DHLI-MH2-09A,0.11863243673648749
Local_LC020_&_LC021_MH01,1.0182025815893492
Local_LC020_&_LC021_MH02,0.48178027434533727
Local_LC020_&_LC021_MH03,0.1506595812130857
Local_LC020_&_LC021_MH04,0.09321013334698004
Local_LC020_&_LC021_MH05,5.148280835833379
Local_LC020_&_LC021_MH06,5.148640819344854
Local_LC020_&_LC021_MH07,0.11047436289615849
Local_LC020_&_LC021_MH08,0.09036735790937736
Local_LC020_&_LC021_MH09,0.08984501130043779
Local_LC020_&_LC021_MH10,0.09071363383596423
Local_LC020_&_LC021_MH11,0.09029627895498779
Local_LC020_&_LC021_MH12,0.17035387558693624
Local_LC021_DHLI-MH2-11,0.11916937834663836
Local_LC021_DHLI-MH2-12,0.149611036885699
Local_LC021_DHLI-MH2-13,0.1393547823167285
Local_LC021_DHLI-MH2-14,0.13216248358571264
Local_LC021_DHLI-MH2-15,0.1315541823599375
Local_LC021_DHLI-MH2-16,0.15213353380243633
Local_LC021_DHLI-MH2-17,0.16313615873131387
Local_LC021_DHLI-MH2-17A,0.1156779578994296
Local_LC021_DHLI-MH2-18,0.1578254313444471
Local_LC021_DHLI-MH2-19,0.14224814183260592
Local_LC021_MH01,0.11129802674420461
Local_LC021_MH02,0.12200532329747603
Local_LC021_MH03,0.11733979528184613
Local_LC021_MH04,0.11787735212922676
Local_LC021_MH05,0.11858786715225186
Local_LC021_MH06,0.11871320091499976
Local_LC021_MH07,0.11723790598987749
Local_LC021_MH08,0.11928610343049063
Local_LC022_Reg_BT,2.6420736339041255
Local_LC022_Reg_MH01,0.47470356264061997
Local_LC022_Reg_MH02,1.1367050348080585
Local_LC026_&_LC192_MerrimanTS_MH01,0.8034473810081928
Local_LC026_&_LC192_MerrimanTS_MH02,0.6574238375383139
Local_LC026_&_LC192_MerrimanTS_MH03,0.6314009732171924
Local_LC026_MerrimanTS_MH01,0.6982083879582768
Local_LC026_MerrimanTS_MH02,0.6480157932267796
Local_LC026_MerrimanTS_MH03,0.6688387279230124
Local_LC027_MH02,0.03929426642655942
Local_LC027_MH03,0.3114684729119951
Local_LC027_MH04,0.8311182195818706
Local_LC027_MiddlebeltTS_MH01,0.9040464043029585
Local_LC027_Reg_MH01,0.8118449250586666
Local_LC028_MH01,3.5743236908009277
Local_LC028_Reg_MH01,0.7968963513964937
Local_LC028_Reg_MH02,0.9439872471504772
Local_LC046_1405,0.8312104485687046
Local_LC046_1406,0.8419397789173689
Local_LC046_1408,1.4536863530093562
Local_LC046_1410,1.4548773699798914
Local_LC046_1415,1.2584519706826462
Local_LC046_14-C-0045,0.7994879378556763
Local_LC046_14-C-0195,1.3096773772011203
Local_LC046_14-C-0220,1.4890982824954064
Local_LC046_1502,0.33615695886423946
Local_LC046_1503,1.2871445065770601
Local_LC046_1505,0.5697126782433817
Local_LC046_1510,0.7035824110403756
Local_LC046_1515,0.7346128202369122
Local_LC046_1517,0.40396318213519755
Local_LC046_1599,1.6449047516571809
Local_LC046_1610,1.457160938876256
Local_LC073_MH01,0.5476319512096941
Local_LC074_&_LC191_MH01,0.5633964164305465
Local_LC074_&_LC191_MH02,0.4847385821296354
Local_LC074_&_LC191_MH03,0.48549623630755395
Local_LC074_&_LC191_MH04,0.4808480626502256
Local_LC074_&_LC191_MH05,0.48290289134430864
Local_LC074_MH01,0.45204247289646926
Local_LC074_MH02,0.4539856026890785
Local_LC074_MH03,0.4552640915733275
Local_LC074_MH04,0.4493701624266069
Local_LC075_MH01,0.3244045496948526
Local_LC075_MH02,0.5153446218231766
Local_LC079_&_LC080_L5MR_MH00326.8,0.4280513457687569
Local_LC079_&_LC080_L5MR_MH00624.1,0.42757424254187226
Local_LC079_&_LC080_L5MR_MH01060.6,0.4283330524350979
Local_LC080_&_LC081_LV11,0.26502481875646866
Local_LC080_L5MR_MH01504.8,0.5574219438010324
Local_LC080_L5MR_MH02128.8,0.5161710771852497
Local_LC080_L5MR_MH02570.8,0.5166440074323013
Local_LC080_L5MR_MH02754.8,0.5583240675842631
Local_LC080_L5MR_MH02995.8,0.5972885666055199
Local_LC080_L5MR_MH03455.7,0.5800604356873118
Local_LC080_L5MR_MH03920.9,0.5786605466926766
Local_LC080_L5MR_MH04081.0,0.5799614924685996
Local_LC080_L5MR_MH04173.4,0.5822208387993261
Local_LC080_L5MR_MH04306.6,0.5832125436567068
Local_LC080_L5MR_MH04635.1,0.5794811308644123
Local_LC080_L5MR_MH04966.0,0.4885665565473626
Local_LC080_L5MR_MH05292.0,0.4894468331747488
Local_LC080_L5MR_MH05455.3,0.4921604672609595
Local_LC080_L5MR_MH05740.8,0.47175498757373513
Local_LC080_L5MR_MH05935.0,0.4894927584378004
Local_LC080_L5MR_MH06160.2,0.568964997128864
Local_LC080_L5MR_MH06413.7,0.5509259205758223
Local_LC080_L5MR_MH06862.9,0.5496136425035469
Local_LC080_L5MR_MH07252.5,0.5528400045426796
Local_LC080_L5MR_MH07762.8,0.5963895946588462
Local_LC080_L5MR_MH08267.7,0.5809229389693218
Local_LC080_L5MR_MH08766.1,0.5816960900713839
Local_LC080_L5MR_MH09214.2,0.5812923736343432
Local_LC080_L5MR_MH09543.7,0.5846271647846448
Local_LC080_L5MR_MH09891.3,0.580914772535748
Local_LC080_L5MR_MH10184.5,0.5830711758852815
Local_LC080_L5MR_MH10519.7,0.5827125910343398
Local_LC080_L5MR_MH10815.4,0.5798344319088946
Local_LC080_L5MR_MH10940.9,0.5820148035897665
Local_LC080_L5MR_MH11004.9,0.5590767456416426
Local_LC080_L5MR_MH11150.9,0.3328734528672771
Local_LC080_L5MR_MH11478.2,0.6286310384368081
Local_LC080_L5MR_MH11808.9,0.5807729890902082
Local_LC080_L5MR_MH12139.1,0.4854272404131582
Local_LC080_L5MR_MH12676.5,0.6204853721422718
Local_LC080_L5MR_MH13163.9,0.5831281582446164
Local_LC080_L5MR_MH13603.6,0.5844137148845361
Local_LC080_L5MR_MH13712.5,0.5575674880330193
Local_LC080_L5MR_MH14039.1,0.5552285131477911
Local_LC080_L5MR_MH14410.7,0.5589283040980602
Local_LC080_L5MR_MH14741.4,0.5594102208005327
Local_LC080_L5MR_MH15069.4,0.5581391436933381
Local_LC080_L5MR_MH15401.3,0.557451787526958
Local_LC080_L5MR_MH15727.9,0.6817659136517007
Local_LC080_L5MR_MH16059.2,0.6506654542915122
Local_LC080_L5MR_MH16329.6,0.6479614291036128
Local_LC080_L5MR_MH16705.6,0.7376010173709884
Local_LC080_L5MR_MH17047.3,0.7154543529079831
Local_LC080_L5MR_MH17364.7,0.6180276957373743
Local_LC080_L5MR_MH17444.6,0.6139231272250378
Local_LC080_L5MR_MH17813.6,0.62014098093708
Local_LC080_L5MR_MH18220.5,0.6171290612890326
Local_LC080_L5MR_MH18675.5,0.5666941849223983
Local_LC080_L5MR_MH19087.2,0.6382621603699614
Local_LC080_L5MR_MH19111.2,0.6327708381363621
Local_LC080_L5MR_MH19414.2,0.6149889618208199
Local_LC080_L5MR_MH19727.2,0.6212468020908691
Local_LC080_L5MR_MH19755.4,0.6248290004570408
Local_LC080_L5MR_MH20128.2,0.6530171096914776
Local_LC093_&_LC095_MH0688,0.18794465925348375
Local_LC095_&_LC202_MH5537,0.25081545759973967
Local_LC095_&_LC202_MH5576,0.10863326920826885
Local_LC095_MH0090,9.986067016143352e-05
Local_LC095_MH0439,0.21950312408854816
Local_LC095_MH0479,0.05176132078246358
Local_LC095_MH0691,0.002044461201876402
Local_LC095_MH1061,0.11464983528396322
Local_LC095_MH1062,0.0020493410993367434
Local_LC095_MH1171,0.12396831081928553
Local_LC095_MH5394,0.1267149750724455
Local_LC096_07_MH1,0.24834261554499515
Local_LC096_07_MH2,0.20685120813334013
Local_LC096_30_MH1,0.19510814069136562
Local_LC096_30_MH2,0.19496830038315888
Local_LC096_33_MH1,0.22413429461952383
Local_LC096_33_MH2,0.3729973981035093
Local_LC116_Reg_MH01,2.0940244889521424
Local_LC127_MH01,0.06273116339294718
Local_LC128_MH01,0.17987873456484121
Local_LC129_MH01,0.568322699573582
Local_LC129_MH01A,0.27405929481537694
Local_LC129_MH02,0.2748317407814257
Local_LC129_MH03,0.27523973797018086
Local_LC129_MH04,0.27410779515427997
Local_LC129_MH05,0.2752267251015442
Local_LC130_MH01,0.8744261156298188
Local_LC130_MH02,0.39456000298037064
Local_LC130_MH03,0.23085247744782583
Local_LC130_MH04,0.22671536342992277
Local_LC132_MH01,0.07899890529094875
Local_LC132_MH02,0.07635951716078784
Local_LC134_MH01,0.1102222043237801
Local_LC135_MH01,0.17987422186391272
Local_LC135_MH02,0.3299057442158426
Local_LC135_MH03,0.32760360971535807
Local_LC135_MH04,0.33207889232008325
Local_LC135_MH05,0.3298426788084057
Local_LC135_MH06,0.33208109440461947
Local_LC135_MH07,0.32984547841799117
Local_LC169_MH01,0.03236289129933405
Local_LC170_MH01,0.022234068671615433
Local_LC171_MH01,0.029635302692545863
Local_LC174_MH01,1.0011384589078065
Local_LC174_MH02,0.5541090695429344
Local_LC174_MH03,0.4909138948952374
Local_LC174_MH04,0.7432109215409042
Local_LC174_MH05,0.694941451193456
Local_LC174_MH06,0.8148880805450913
Local_LC174_MH07,0.793538259199766
Local_LC174_MH08,0.7816182104453682
Local_LC174_MH09,0.7852340996920317
Local_LC174_MH10,0.780185543472119
Local_LC174_MH11,0.7828517964560862
Local_LC174_MH12,0.7832225545401363
Local_LC177_MH01,0.027942603190108606
Local_LC178_MH01,0.14059794339782677
Local_LC178_MH02,0.12394724596554191
Local_LC179_MH01,0.09431370148375529
Local_LC179_MH02,0.13328782737034595
Local_LC180_MH01,0.028278442497724925
Local_LC180_MH02,0.0636067064820871
Local_LC181_MH01,0.165279240982246
Local_LC181_MH02,0.14102958440749808
Local_LC182_MH01,0.10949823713031547
Local_LC182_MH02,0.10873346003499262
Local_LC183_MH01,0.5813177573221617
Local_LC183_MH02,0.671544641495228
Local_LC183_MH03,0.5364824452588499
Local_LC183_MH04,0.5378522449175074
Local_LC183_MH05,0.6356801007132753
Local_LC186_&_LC187_MH01,0.14473498984031397
Local_LC186_&_LC187_MH02,0.24861806252036833
Local_LC186_MH01,0.21156935005761712
Local_LC186_MH02,0.1431941677406257
Local_LC186_MH03,0.14420642145927381
Local_LC186_MH04,0.2349931412149838
Local_LC186_MH04_ToRVI,0.29498388897415884
Local_LC186_MH05,0.639487429827529
Local_LC188_BT,2.7821292501478494
Local_LC188_GVC_MH01,0.682190063994879
Local_LC188_GVC_MH02,0.11044887708902683
Local_LC188_GVC_MH03,0.07705114054112557
Local_LC188_GVC_MH04,0.07409938991577908
Local_LC188_GVC_MH05,0.11273119130576792
Local_LC188_GVC_MH06,0.09563583746288051
Local_LC188_GVC_MH07,0.09843019477388654
Local_LC188_GVC_MH08,0.08990334096283883
Local_LC188_GVC_MH09,0.08279627473792081
Local_LC191_MH01,0.16252634092376395
Local_LC191_MH02,0.20736986303695804
Local_LC191_MH03,0.10952590095981632
Local_LC199_MH1,2.2435720240674897
Local_LC199_MH2,6.405497029725883
Local_LC204_MH1,0.19353645614985077
LV_4,0.5134107071029874
LV_5,0.5133747289574302
M10_2,21.36319473460002
m3000-SOT140005,6.332032840472149
m3010-SOT140011,6.4162376193976645
m3020-SOT136010,7.408282517417094
m3030-DUMMY3030B,2.883276823582455
m3090-SOT132002,2.552047967948902
m3130-SOT055907,0.9099378354292877
m3270-SOT012607,7.223016735843203
m3370-BLT137019,1.1372549307077082
M8_1,12.46389671978281
M8_2,12.021787583428894
M8_3,5.697194422592814
M8_4,6.042705870476459
M8_5,7.009109971795636
M8_6,6.610751901525758
M8_7,7.053546627818333
M8_8,6.673910837780651
MAK-11,20.254025522940417
MAK-12,25.26
MAK-13,23.0
MAK-14,22.43
MAK-15,22.32
MAK-18,21.629936319688724
MAK-19,19.17
MAK-2,19.976648426540997
MAK-20,17.06
MAK-3,19.579820846676135
MAK-4,21.94263112027842
MAK-5,21.11
MAK-6,18.93
MAK-7,18.31
MAK-8,17.85
MAK-9,17.81
MarterDischargeChannel,1.1768372727672227
MarterPump1Outlet,0.026677722181367002
MarterPump2Outlet,3.703284563298943
MartinBasinDewatering,11.328637051668776
MartinBasinInfluentGates,8.186935135647818
MartinDrainEffluent2,5.7414358491882105
MartinDrainInfluentBox,5.9289865211191
MartinRegulatorChamber,18.66513460375466
MDOT_I75_01,1.5090625282232892
MDOT_M102-01,21.533543847963507
MDOT_M102-02,17.743026067547113
MDOT_M102-03,11.087927300440597
MDOT_M102-04,17.296019132606567
MDOT_M102-05,15.213868988702862
MDOT_M102-06,11.245348276674594
MDOT_M102-07,24.9001
MDOT_M102-08,21.9394048341519
MDOT_M102-09,21.0799
MH07303,17.53395172286406
MH10,3.013680191767702
MH103,40.46733553324993
MH11,9.16528130284167
MH12,11.684393339593491
MH124,23.685261298567944
MH132,23.571989089083687
MH136,27.798819068292474
MH137,7.2049695907049705
MH15,22.466654184969663
MH16,1.6005352236317396
MH17,13.684688426299385
MH18,30.23401924493984
MH2,19.177177022854416
MH22,22.022986224961567
MH3,21.4099
MH39,20.0899
MH40,8.893526642305083
MH41,9.23068477975474
MH42,9.964399525793036
MH43,12.397178469224134
MH44,13.248564793293209
MH45,14.925888662095888
MH46,27.5201
MH48,8.920854489891404
MH49,41.20267382501228
MH5,29.078744570862256
MH50,30.303215772484172
MH53,7.8922647548884575
MH64,17.288665695240432
MH67,43.68161368851357
MH69,41.4999
MH7,14.838011990253353
MH72,12.656207943375232
MH77,23.46047490602802
MH78,18.71172875887582
MH79,38.56798505708261
MH80,34.20695208869387
ML_063,4.792389295459285
ML_074D,10.452926860117238
ML_079D,6.031760227384595
MR-1002,33.79279712733822
MR-1003,33.88694805096421
MR-1004,33.97580028616153
MR-1005,34.07336600517271
MR-1010,34.2196038792405
MR-1012,33.58560884483667
MR-1015,33.97058648277465
MR-1022,29.83899275384899
MR-1024,29.38575868593535
MR-1026,28.953767738191033
MR-1030,28.52443636752082
MR-1050,27.063756684345265
MR-1060,26.24
MR-1070,23.99
MR-1080,18.29
MR-11020,7.586456902502178
MR-11040,7.435920140668863
MR-12020,8.49431260435059
MR-2004,30.153841571318623
MR-2005,30.02238770951147
MR-2006,29.930724962082675
MR-2007,29.76380509387075
MR-2008,29.619020136631455
MR-2009,29.737929671184265
MR-2010,29.542353745097838
MR-2012,28.655343148000696
MR-2014,28.867451564330512
MR-2016,29.065682394993907
MR-2018,29.183524861267728
MR-2019,29.235405826278367
MR-2030,26.930868878192978
MR-2032,27.35
MR-2034,27.66
MR-2036,27.96
MR-2038,28.26
MR-2039,28.57
MR-2040,28.87
MR-2042,18.0
MR-2044,17.58
MR-2045,17.15
MR-2046,16.72
MR-2047,16.3
MR-2048,15.87
MR-3000,15.44
MR-4000,21.91
MR-4002,21.97
MR-4004,22.29
MR-4006,22.62
MR-4008,22.94
MR-4010,23.26
MR-4012,23.58
MR-4014,23.9
MR-4016,24.22
MR-4018,24.54
MRD-1,13.0
MRD-10,7.2423597173187755
MRD-10A,6.623320313347059
MRD-11,7.0979011089016595
MRD-12,6.944461867687387
MRD-13,6.794095712404966
MRD-14,6.658589324075491
MRD-16,5.907806545314395
MRD-17,5.711458484111782
MRD-18,5.453278453728109
MRD-19,5.228698552512661
MRD-2,13.0
MRD-20,5.1413298380437755
MRD-21,5.112016452729261
MRD-22,5.115294782921261
MRD-23,5.080526116574061
MRD-24,5.203636857888416
MRD-25,5.527824586509839
MRD-26,5.817695742734015
MRD-27,5.965815829312064
MRD-28,5.657939659105702
MRD-29,5.395538043449518
MRD-30,5.202226838699394
MRD-31,5.035742522175571
MRD-32,5.690731127494008
MRD-33,2.256949503595618
MRD-34,3.5382379401355433
MRD-35,2.8994693873101998
MRD-36,2.7639458240215538
