Node,Max Depth (ft)
DN14325,3.360952833953835
DN14326,3.3392931934519727
DN1433,3.3602143343767397
DN1434,3.189789122930316
DN1435,3.0752784436032945
DN143510,0.15609230651099265
DN143511,0.41898036396232696
DN143520,0.11394024646280371
DN143521,0.4189803639623222
DN143523,1.6652781104854777
DN143523B,0.28381293694014104
DN143530,0.34801080557841874
DN143531,0.4491483326376827
DN143533,0.6410955741406243
DN143533B,0.2608297924466654
DN143540,0.12061747150079574
DN143541,0.4451322761483912
DN143543,0.6674734090982131
DN143543B,0.27290945845577474
DN14361,2.774677072914039
DN1437,2.8723380299238404
DN1440,2.866784890865429
DN144000,0.319345848803091
DN144001,0.49364559958315174
DN144010,0.3427514953108779
DN144011,0.31247647723633476
DN144012,0.6317092990802916
DN144022,1.256030733659456
DN144023,1.2269686554190276
DN144023B,0.3151920726825779
DN144030,0.3663815934707275
DN144031,0.4614038292471575
DN144032,0.07623394307637471
DN144033,0.5595801389919728
DN144033B,0.2222546303644118
DN144041,0.4491483326376827
DN1441,2.8668326918904707
DN1442,2.751928281169201
DN1445,2.6654305766824384
DN1447,2.6008267628884822
DN145,0.6274905753131856
DN1450,2.5438186046093723
DN145000,0.2583412588326368
DN145001,0.3758636761339863
DN145011,0.3483991084614072
DN145021,0.34839910846142397
