Node,Full_Depth,Max_depth(SWMM),basement flooding
DN131350,50.0,0.45,0
DN131360,50.0,0.98,0
DN1314,21.96,2.56,0
DN13141,21.47,2.63,0
DN13142,20.98,2.65,0
DN13143,20.49,2.46,0
DN13144,17.6,1.59,0
DN1315,23.22,2.38,0
DN131510,50.0,0.11,0
DN131511,50.0,0.32,0
DN131520,50.0,0.11,0
DN131521,50.0,0.31,0
DN131530,50.0,0.48,0
DN131531,50.0,0.4,0
DN1316,18.0,2.21,0
DN1317,18.1,2.35,0
DN131710,50.0,0.44,0
DN131711,50.0,0.54,0
DN131720,50.0,0.29,0
DN131730,50.0,0.4,0
DN131740,50.0,0.25,0
DN131741,50.0,0.4,0
DN1320,24.21,1.75,0
DN13201,20.6,0.99,0
DN1325,19.8,0.83,0
DN1330,18.41,0.39,0
DN13301,18.48,0.37,0
DN133010,50.0,0.42,0
DN133020,50.0,0.37,0
DN133030,50.0,0.62,0
DN133040,50.0,0.56,0
DN133050,50.0,0.37,0
DN133060,50.0,0.32,0
DN133070,50.0,0.47,0
DN133080,50.0,0.47,0
DN1335,15.24,1.82,0
DN1336,14.37,2.01,0
DN1337,14.55,1.77,0
DN1385,26.21,22.82,1
DN1392,25.07,4.38,0
DN1393,23.2,4.75,0
DN1394,24.02,6.4,0
DN140,8.5,2.01,1
DN1405,25.61,10.2,0
DN140811,50.0,0.25,0
DN140821,50.0,0.42,0
DN140830,50.0,0.68,0
DN140841,50.0,0.3,0
DN140851,50.0,0.38,0
DN140861,50.0,0.38,0
DN140871,50.0,0.42,0
DN140881,50.0,0.34,0
DN1410,21.0,7.24,0
DN1412,23.52,6.06,0
DN1414,23.88,5.66,0
DN1415,22.08,4.96,0
DN14151,15.41,1.75,0
DN14152,13.0,1.14,0
DN142,10.04,0.78,0
DN142011,50.0,0.44,0
DN142021,50.0,0.54,0
DN142031,50.0,0.53,0
DN1423,22.57,5.05,0
DN1424,23.46,4.93,0
DN1425,28.0,4.79,0
DN1427,29.4,3.77,0
DN1428,29.0,3.72,0
DN143,11.25,0.28,0
DN1430,28.49,3.66,0
DN143000,50.0,0.95,0
DN143001,50.0,0.45,0
DN143002,50.0,0.52,0
DN143003,50.0,0.39,0
DN143003B,50.0,0.2,0
DN143011,50.0,0.32,0
DN143013,50.0,0.54,0
DN143013B,50.0,0.21,0
DN143021,50.0,0.35,0
DN143022,50.0,0.54,0
DN143023,50.0,0.68,0
DN143023B,50.0,0.27,0
DN1432,22.34,3.13,0
DN14321,21.2,3.47,0
DN14322,21.0,3.46,0
DN14323,21.0,3.45,0
DN14324,21.0,3.42,0
DN14325,20.0,3.36,0
DN14326,20.0,3.34,0
DN1433,21.08,3.36,0
DN1434,21.5,3.19,0
DN1435,19.82,3.07,0
DN143510,50.0,0.16,0
DN143511,50.0,0.42,0
DN143520,50.0,0.11,0
DN143521,50.0,0.42,0
DN143523,50.0,1.65,0
DN143523B,50.0,0.28,0
DN143530,50.0,0.35,0
DN143531,50.0,0.45,0
DN143533,50.0,0.64,0
DN143533B,50.0,0.26,0
DN143540,50.0,0.12,0
DN143541,50.0,0.45,0
DN143543,50.0,0.67,0
DN143543B,50.0,0.27,0
DN14361,20.05,2.77,0
DN1437,19.7,2.87,0
DN1440,20.02,2.87,0
DN144000,50.0,0.32,0
DN144001,50.0,0.49,0
DN144010,50.0,0.34,0
DN144011,50.0,0.31,0
DN144012,50.0,0.63,0
DN144022,50.0,1.26,0
DN144023,50.0,1.23,0
DN144023B,50.0,0.32,0
DN144030,50.0,0.37,0
DN144031,50.0,0.46,0
DN144032,50.0,0.08,0
DN144033,50.0,0.56,0
DN144033B,50.0,0.22,0
DN144041,50.0,0.45,0
DN1441,21.0,2.87,0
DN1442,21.0,2.75,0
DN1445,20.53,2.67,0
DN1447,20.0,2.6,0
DN145,22.75,0.63,0
DN1450,20.0,2.54,0
DN145000,50.0,0.26,0
DN145001,50.0,0.38,0
DN145011,50.0,0.35,0
DN145021,50.0,0.35,0
DN145030,50.0,0.58,0
DN145031,50.0,0.39,0
DN1451,18.9,2.33,0
DN1452,18.7,2.39,0
DN1453,18.2,2.25,0
DN1455,20.9,2.1,0
DN145500,50.0,0.48,0
DN145501,50.0,0.47,0
DN145510,50.0,0.46,0
DN145511,50.0,0.42,0
DN145520,50.0,0.33,0
DN145521,50.0,0.47,0
DN145530,50.0,0.15,0
DN145531,50.0,0.46,0
DN145540,50.0,0.12,0
DN145541,50.0,0.4,0
DN14561,20.0,2.03,0
DN1457,19.5,2.06,0
DN1458,19.1,1.79,0
DN1460,19.7,1.52,0
DN1461,17.57,0.73,0
DN1463,17.3,1.03,0
DN1465,16.0,1.04,0
DN14651,14.0,1.11,0
DN14652,14.0,0.97,0
DN14653,13.0,0.94,0
DN14654,18.25,0.81,0
DN1467,24.37,2.45,0
DN1468,23.81,2.29,0
DN1470,23.32,2.27,0
DN1471,19.84,3.01,0
DN1472,14.14,2.59,0
DN1473,19.03,2.54,0
DN1474,20.56,2.14,0
DN1475,20.6,2.08,0
DN14751,20.0,1.9,0
DN14752,18.8,1.64,0
DN14753,18.6,1.44,0
DN14754,17.9,1.01,0
DN1477,22.73,2.17,0
DN14771,22.0,2.01,0
DN14772,26.8,1.05,0
DN1478,20.0,1.85,0
DN1479,19.0,1.67,0
DN1480,16.41,1.66,0
DN1485,18.3,2.06,0
DN1486,15.94,1.32,0
DN1487,18.58,1.34,0
DN1488,14.27,0.79,0
DN1489,12.89,1.38,0
DN1490,9.5,0.53,0
DN1491,11.76,0.37,0
DN1492,9.82,0.41,0
DN14920,10.67,0.46,0
DN1493,28.11,19.22,0
DN1493310,50.0,0.77,0
DN1495,22.5,9.51,0
DN1496,20.5,7.53,0
DN1497,32.0,7.53,0
DN1498,31.9,7.57,0
DN1499,31.8,7.49,0
DN150,20.01,0.99,0
DN1501,16.2,1.0,0
DN1502,15.25,0.81,0
DN1503,13.0,0.68,0
DN1504,12.0,0.33,0
DN1505,39.4,6.86,0
DN1510,20.75,6.42,0
DN1513,23.67,4.33,0
DN1515,23.1,3.78,0
DN151500,50.0,0.73,0
DN151501,50.0,0.07,0
DN151510,50.0,0.91,0
DN151520,50.0,0.6,0
DN151521,50.0,0.29,0
DN152,16.66,0.49,0
DN1520,23.54,2.92,0
DN1525,17.95,2.46,0
DN1527,16.45,1.04,0
DN1530,16.26,1.4,0
DN1535,13.0,1.41,0
DN1540,17.0,3.86,0
DN1545,21.4,2.66,0
DN1550,21.04,2.12,0
DN1555,16.28,1.28,0
DN156,16.45,2.01,0
DN157,12.35,0.24,0
DN158,12.34,4.91,1
DN1586,33.43,33.43,1
DN1587,20.84,20.84,1
DN1594,23.3,7.77,0
DN161030,50.0,0.3,0
DN161031,50.0,0.42,0
DN16275,16.8,5.48,0
DN170910,50.0,0.68,0
DN170920,50.0,0.67,0
DN171010,50.0,0.92,0
DN171011,50.0,0.41,0
DN171500,50.0,0.65,0
DN171510,50.0,0.54,0
DN171520,50.0,0.49,0
DN171540,50.0,0.65,0
DN171550,50.0,0.76,0
DN171560,50.0,0.7,0
DN171570,50.0,0.82,0
DN171610,50.0,0.34,0
DN171710,50.0,0.66,0
DN171711,50.0,0.24,0
DN171721,50.0,0.46,0
DN171730,50.0,0.34,0
DN171731,50.0,0.29,0
DN171741,50.0,0.42,0
DN173511,50.0,0.52,0
DN173521,50.0,0.42,0
DN175010,50.0,0.58,0
DN175011,50.0,0.29,0
DN175021,50.0,0.38,0
DN175030,50.0,0.2,0
DN175031,50.0,0.23,0
DN175040,50.0,0.17,0
DN175041,50.0,0.22,0
DN175051,50.0,0.39,0
DN175061,50.0,0.21,0
DN175071,50.0,0.35,0
DN175081,50.0,0.41,0
DN175250,50.0,0.47,0
DN175251,50.0,0.41,0
DN175311,50.0,0.39,0
DN175320,50.0,0.59,0
DN175321,50.0,0.33,0
DN175361,50.0,0.52,0
DN175371,50.0,0.52,0
DN175450,50.0,0.28,0
DN175451,50.0,0.38,0
DN175460,50.0,0.6,0
DN175461,50.0,0.13,0
DN175470,50.0,0.32,0
DN175471,50.0,0.42,0
DN175501,50.0,0.41,0
DN175511,50.0,0.41,0
DN176010,50.0,0.42,0
DN176021,50.0,0.27,0
DN176030,50.0,0.17,0
DN176031,50.0,0.23,0
DN181500,50.0,0.37,0
DN181501,50.0,0.33,0
DN181511,50.0,0.32,0
DN181521,50.0,0.26,0
DN181531,50.0,0.36,0
DN181550,50.0,0.2,0
DN181551,50.0,0.31,0
DN184011,50.0,0.49,0
DN184013,50.0,0.46,0
DN184013B,50.0,0.24,0
DN184021,50.0,0.36,0
DN184031,50.0,0.33,0
DN184041,50.0,0.26,0
DN184043,50.0,0.53,0
DN184043B,50.0,0.2,0
DN186311,50.0,0.4,0
DN186312,50.0,0.54,0
DN186320,50.0,0.09,0
DN186321,50.0,0.56,0
DN186511,50.0,0.5,0
DN186513,50.0,0.72,0
DN186513B,50.0,0.29,0
DN186520,50.0,0.45,0
DN186521,50.0,0.32,0
DN186523,50.0,0.43,0
DN186523B,50.0,0.15,0
DN186530,50.0,0.3,0
DN186531,50.0,0.33,0
DN186533,50.0,0.57,0
DN186533B,50.0,0.31,0
DN196810,50.0,0.22,0
DN196811,50.0,1.21,0
DN196823,50.0,1.52,0
DN196824,50.0,0.29,0
DN196824B,50.0,0.08,0
DN196826,50.0,0.39,0
DN196848,50.0,0.41,0
DN196849,50.0,2.59,0
DN196849B,50.0,0.28,0
DN196850,50.0,0.27,0
DN196851,50.0,0.46,0
DN197823,50.0,0.65,0
DN197824,50.0,1.78,0
DN197824B,50.0,0.28,0
DN197825,50.0,0.05,0
DN197826,50.0,0.64,0
DN2000,18.14,1.23,0
DN2001,13.19,1.16,0
DN20015,14.57,7.66,1
DN2002,13.19,1.48,0
DN2003,13.8,2.2,0
DN20030,23.51,4.3,0
DN20035,23.51,9.75,0
DN2004,13.56,4.08,0
DN20040,19.29,9.2,0
DN2005,23.2,4.72,0
DN20050,21.57,13.11,0
DN2005B,13.73,4.98,0
DN2006,10.59,10.59,1
DN20060a,20.0,14.79,1
DN20065,20.0,15.37,1
DN2007,11.27,11.27,1
DN20070,15.9,10.33,1
DN20070a,23.75,13.07,0
DN2008,14.01,14.01,1
DN20080,25.0,10.43,0
DN20080a,22.6,16.22,1
DN2009,27.46,8.23,0
DN20090,15.9,6.34,0
DN20090a,23.9,17.05,1
DN20091,27.7,13.72,0
DN20092,27.9,22.6,1
DN20094,23.6,17.33,1
DN20095,22.68,18.67,1
DN2009B,27.01,8.5,0
DN2010,12.75,10.0,1
DN2011,12.48,10.33,1
DN2012,10.19,9.69,1
DN20120,23.58,19.01,1
DN20124,21.35,17.7,1
DN20125,21.38,18.15,1
DN2013,14.2,9.59,1
DN20130,20.52,18.23,1
DN2014,21.15,8.79,0
DN20140,18.88,18.88,1
DN20145,18.33,18.14,1
DN20148,15.8,16.92,1
DN2015,14.48,13.34,1
DN20150,15.0,16.86,1
DN2015B,20.96,8.71,0
DN2016,16.94,10.6,1
DN20165,18.21,18.22,1
DN20167,18.82,18.82,1
DN2017,17.44,16.74,1
DN20170,19.84,19.85,1
DN2017B,22.29,19.8,1
DN2018,38.66,18.87,0
DN20180,21.22,21.22,1
DN20185,19.2,19.23,1
DN2019,34.24,17.52,0
DN20190,20.4,17.71,1
DN20195,20.52,20.52,1
DN2020,34.67,16.5,0
DN20200,18.99,18.99,1
DN2021,26.69,14.08,0
DN20210,21.57,19.01,1
DN20215,23.05,19.04,1
DN20217,17.22,14.29,1
DN2021A,23.89,16.46,1
DN2021B,37.35,14.11,0
DN2022,37.2,37.2,1
DN20220,23.4,19.42,1
DN20221,23.58,19.07,1
DN20222,23.27,19.63,1
DN20223,18.45,17.09,1
DN20225,22.43,20.36,1
DN2023,36.45,15.59,0
DN2024,38.33,23.6,0
DN20240,22.1,20.37,1
DN20245,23.28,22.17,1
DN2025,35.69,35.69,1
DN20250,25.46,25.46,1
DN20255,26.18,21.15,1
DN2026,35.07,35.07,1
DN20260,24.21,17.19,1
DN2027,33.33,33.33,1
DN20275,19.01,19.01,1
DN20276,18.86,18.86,1
DN20277,17.96,17.96,1
DN2028,29.15,29.15,1
DN20283,21.32,15.72,1
DN20285,21.3,17.39,1
DN2029,31.94,31.94,1
DN2030,29.89,29.89,1
DN20305,18.5,14.2,1
DN2031,29.14,29.14,1
DN20310,19.67,16.56,1
DN203102,20.6,21.5,1
DN203103,12.4,13.96,1
DN203104,12.0,14.4,1
DN20312,15.1,14.42,1
DN20313,12.1,15.13,1
DN203130,16.15,16.21,1
DN203131,15.55,15.7,1
DN203132,18.71,18.75,1
DN203133,13.14,15.6,1
DN203134,14.56,15.75,1
DN203135,16.79,16.96,1
DN203136,16.34,17.21,1
DN203137,17.11,17.84,1
DN203138,19.24,19.4,1
DN2032,30.59,30.59,1
DN20320,8.5,2.23,1
DN203201,14.0,5.07,0
DN20321,8.0,1.77,1
DN20323,23.7,23.7,1
DN20324,16.86,16.86,1
DN20325,23.05,20.6,1
DN20326,23.53,23.53,1
DN20327,24.33,24.33,1
DN20328,23.82,19.73,1
DN20329,24.0,21.96,1
DN2033,30.52,27.8,1
DN20330,25.06,23.7,1
DN203301,13.75,4.45,0
DN20331,14.35,14.36,1
DN20332,22.27,22.27,1
DN20333,27.08,24.31,1
DN20334,30.74,30.74,1
DN2034,30.1,28.78,1
DN20340,27.17,27.17,1
DN2035,32.25,32.25,1
DN20356,20.0,14.81,1
DN20357,18.2,18.2,1
DN20358,18.4,18.4,1
DN20359,17.6,17.6,1
DN2036,38.88,38.88,1
DN20360,17.27,16.52,1
DN20365,15.77,16.42,1
DN2037,39.63,39.63,1
DN2038,38.88,38.88,1
DN2039,31.42,31.43,1
DN20390,16.08,14.4,1
DN20395,15.4,14.32,1
DN2040,34.97,34.97,1
DN20400,14.65,13.61,1
DN20405,12.92,12.92,1
DN2041,36.34,36.34,1
DN2042,34.71,34.71,1
DN20420,14.08,14.08,1
DN20425,13.15,13.15,1
DN2043,31.98,31.98,1
DN20430,9.13,12.14,1
DN2044,32.24,27.81,1
DN20440,14.33,14.33,1
DN20445,12.52,12.53,1
DN2045,31.64,31.64,1
DN20450,11.64,11.67,1
DN2046,32.66,32.66,1
DN20460,13.37,13.4,1
DN2047,34.43,34.43,1
DN20470,17.08,17.12,1
DN20475,19.04,19.04,1
DN2048,36.03,36.03,1
DN20480,17.82,17.85,1
DN20485,17.17,17.17,1
DN2049,31.88,31.88,1
DN205,6.37,3.05,1
DN2050,31.82,31.98,1
DN20500,15.12,12.26,1
DN20501,15.45,15.38,1
DN20502,15.78,15.78,1
DN20505,16.05,12.77,1
DN20506,16.34,16.34,1
DN20508,16.3,16.3,1
DN2051,36.8,36.81,1
DN20510,19.9,19.28,1
DN20511,19.64,19.64,1
DN20514,21.56,21.61,1
DN20515,21.32,21.37,1
DN20517,20.97,21.0,1
DN20518,15.69,12.17,1
DN2052,40.97,40.97,1
DN20520,13.84,11.28,1
DN2053,45.54,45.54,1
DN20531,20.0,10.08,0
DN2054,40.32,40.33,1
DN20540,15.04,8.99,1
DN20543,14.42,8.26,1
DN20545,14.2,8.03,1
DN2055,41.68,41.68,1
DN20550,13.56,7.34,1
DN20555,11.97,5.63,1
DN20556,15.89,1.52,0
DN20559,11.5,4.47,1
DN2056,40.24,40.24,1
DN20560,12.35,2.39,0
DN20565,12.06,1.1,0
DN20567,11.71,0.77,0
DN2057,40.91,40.91,1
DN20575,15.42,0.0,0
DN20576,18.38,3.06,0
DN20580,19.82,4.31,0
DN20583,20.38,4.98,0
DN20585,26.74,10.32,0
DN20588,24.03,9.5,0
DN20590,20.6,8.58,0
DN20593,26.39,10.87,0
DN20595,26.04,11.5,0
DN20596,17.8,15.35,1
DN20597,17.78,15.33,1
DN20598,17.58,15.21,1
DN20599,17.28,15.5,1
DN20600,17.18,15.68,1
DN206001,16.6,14.09,1
DN206002,16.25,9.15,1
DN20601,13.1,3.63,0
DN20602,22.9,14.89,0
DN20603,12.17,2.71,0
DN20604,7.14,1.19,1
DN20605,16.1,8.74,1
DN20610,16.8,7.27,0
DN20612,14.3,3.82,0
DN20614,21.33,14.91,1
DN20615,14.33,3.85,0
DN20619,24.1,11.76,0
DN20620,13.46,3.42,0
DN20621,12.9,2.94,0
DN20622,9.5,0.0,0
DN20625,22.22,11.7,0
DN20626,21.0,2.49,0
DN20630,25.66,11.61,0
DN20631,23.0,7.23,0
DN20670,13.82,11.5,1
DN20675,13.97,11.97,1
DN20676,12.89,12.89,1
DN20679,13.8,12.79,1
DN20680,13.43,12.19,1
DN20683,12.67,10.39,1
DN20684,11.67,10.07,1
DN20685,10.67,10.02,1
DN20687,10.61,9.22,1
DN20690,10.57,9.21,1
DN20691,10.47,10.47,1
DN20692,10.37,8.79,1
DN20694,18.5,13.13,1
DN20695,18.37,13.86,1
DN20698,18.1,14.24,1
DN20699,18.06,14.81,1
DN207,5.2,0.9,1
DN20700,17.91,10.36,1
DN20703,17.7,11.92,1
DN20705,17.5,10.91,1
DN20710,17.2,17.2,1
DN20715,16.9,7.07,0
DN20800,20.7,7.94,0
DN20805,21.55,7.46,0
DN210,17.75,0.55,0
DN2101,12.8,0.47,0
DN21016,17.92,12.73,1
DN21017,42.2,42.29,1
DN21018,44.68,44.85,1
DN21019,27.07,27.24,1
DN2102,11.4,0.41,0
DN2103,16.9,1.09,0
DN2104,15.4,1.01,0
DN2105,14.1,1.07,0
DN2205,18.4,0.05,0
DN2210,19.81,0.08,0
DN2215,10.64,0.08,0
DN2220,6.02,0.08,1
DN2225,19.76,14.07,1
DN2230,14.22,11.72,1
DN2235,9.83,9.83,1
DN2240,9.44,9.44,1
DN2267,10.3,0.04,0
DN2269,10.1,0.05,0
DN2270,10.45,0.06,0
DN2275,9.85,0.05,0
DN2280,7.45,0.04,1
DN2285,7.6,0.06,1
DN2289,10.75,0.08,0
DN2305,20.18,0.06,0
DN2310,21.18,0.43,0
DN231210,50.0,0.43,0
DN231420,50.0,0.83,0
DN231430,50.0,0.83,0
DN231440,50.0,1.04,0
DN2315,3.19,0.44,1
DN2320,21.0,0.0,0
DN232010,50.0,0.43,0
DN2325,8.6,0.0,0
DN23737,11.03,0.57,0
DN23745,6.97,0.68,1
DN23803,20.92,10.42,0
DN23816,19.0,5.19,0
DN23849,23.484,14.06,0
DN239330,50.0,0.59,0
DN24065,19.07,11.93,1
DN241511,50.0,0.82,0
DN241521,50.0,0.81,0
DN24250,50.0,0.8,0
DN242510,50.0,1.0,0
DN242520,50.0,1.02,0
DN243210,50.0,0.48,0
DN243211,50.0,0.49,0
DN243221,50.0,0.44,0
DN243240,50.0,0.48,0
DN243241,50.0,0.64,0
DN243251,50.0,0.44,0
DN243260,50.0,0.48,0
DN243261,50.0,0.51,0
DN243331,50.0,0.55,0
DN246511,50.0,0.3,0
DN246521,50.0,0.38,0
DN246531,50.0,0.37,0
DN246541,50.0,0.49,0
DN247510,50.0,0.55,0
DN247511,50.0,0.65,0
DN247521,50.0,0.6,0
DN247531,50.0,0.65,0
DN247541,50.0,0.67,0
DN247710,50.0,0.48,0
DN253,6.38,3.03,1
DN254,6.5,0.99,1
DN256,6.7,0.67,1
DN258,7.92,4.57,1
DN260,7.93,0.46,1
DN263,11.36,0.47,0
DN27895,16.31,16.62,1
DN305,14.39,6.6,1
DN310,15.17,5.42,0
DN311,17.5,4.85,0
DN313,18.9,3.09,0
DN3131,19.3,1.74,0
DN3132,18.7,2.02,0
DN3133,17.6,1.61,0
DN3134,15.5,1.52,0
DN3135,13.5,1.19,0
DN3136,12.6,1.1,0
DN315,21.3,2.18,0
DN3151,17.7,1.06,0
DN3152,17.4,0.89,0
DN3153,16.4,0.91,0
DN316,20.35,1.95,0
DN317,24.9,1.61,0
DN3171,16.3,0.98,0
DN3172,15.8,0.93,0
DN3173,13.3,0.9,0
DN3174,11.7,0.76,0
DN321,20.4,2.2,0
DN322,17.0,1.41,0
DN330,15.5,1.7,0
DN3301,16.4,1.49,0
DN3302,14.3,1.33,0
DN3303,16.9,1.38,0
DN3304,18.3,1.17,0
DN3305,16.1,1.02,0
DN3306,15.5,0.85,0
DN3307,12.8,0.85,0
DN3308,10.2,0.61,0
DN353,14.4,6.49,1
DN354,11.5,4.42,1
DN356,11.5,3.72,1
DN360,18.57,2.64,0
DN365,14.6,0.58,0
DN405,18.25,4.38,0
DN40600,10.0,0.11,0
DN40601,10.0,0.11,0
DN40602,10.0,0.14,0
DN40603,10.0,0.14,0
DN40604,10.0,0.15,0
DN40605,10.0,0.16,0
DN40606,10.0,0.16,0
DN408,21.94,3.16,0
DN40800,10.0,0.06,0
DN40801,17.6,0.06,0
DN4081,13.44,0.58,0
DN4082,16.0,0.45,0
DN4083,12.0,1.06,0
DN4084,14.92,0.98,0
DN4085,13.68,0.88,0
DN4086,14.0,0.81,0
DN4087,8.72,1.11,1
DN4088,9.31,0.59,0
DN410,29.19,2.07,0
DN4101,16.1,1.15,0
DN415,26.9,2.27,0
DN417,25.09,2.13,0
DN420,24.28,2.16,0
DN4201,21.4,2.55,0
DN4202,21.12,1.85,0
DN4203,20.63,1.69,0
DN423,23.98,2.16,0
DN424,23.24,2.13,0
DN425,24.0,3.88,0
DN430,23.47,3.03,0
DN4300,22.7,2.62,0
DN4301,22.1,2.18,0
DN4302,21.5,1.76,0
DN435,21.76,1.88,0
DN4351,19.6,1.83,0
DN4352,19.0,1.76,0
DN4353,18.3,1.64,0
DN4354,17.5,1.36,0
DN440,18.31,1.46,0
DN4401,16.0,0.98,0
DN4402,16.0,1.1,0
DN4403,16.1,0.91,0
DN4404,15.3,0.57,0
DN450,19.33,1.59,0
DN4501,18.26,1.7,0
DN4502,17.8,1.64,0
DN4503,17.38,1.6,0
DN455,17.95,1.38,0
DN4551,16.25,1.2,0
DN4552,16.2,1.09,0
DN4553,15.5,0.87,0
DN4554,15.0,0.6,0
DN463,18.26,4.39,0
DN465,16.25,1.8,0
DN466,16.26,1.51,0
DN480,16.23,0.63,0
DN485,17.5,1.05,0
DN510,13.82,4.58,0
DN511,16.0,3.29,0
DN515,17.07,2.9,0
DN5151,21.32,1.73,0
DN5152,25.66,1.12,0
DN520,23.41,0.33,0
DN563,13.83,4.59,0
DN564,13.32,1.33,0
DN570,20.89,4.85,0
DN580,13.83,0.41,0
DN605,9.71,2.76,1
DN610,9.68,0.58,0
DN6101,13.88,0.57,0
DN6102,14.0,0.63,0
DN6103,14.0,0.6,0
DN6104,14.0,0.14,0
DN667,10.0,0.87,0
DN669,10.0,0.98,0
DN685,11.5,0.35,0
DN705,24.87,8.54,0
DN709,26.55,8.42,0
DN7091,18.6,1.78,0
DN7092,20.58,0.83,0
DN710,27.89,8.23,0
DN715,26.69,8.01,0
DN7150,19.39,1.95,0
DN7151,15.65,1.75,0
DN7152,14.15,1.65,0
DN7153,13.82,1.45,0
DN7154,10.6,2.0,0
DN7155,9.55,1.79,1
DN71555,9.5,0.46,0
DN7156,21.2,4.77,0
DN7157,19.08,3.35,0
DN716,19.1,7.82,0
DN7161,13.22,0.33,0
DN717,26.54,7.68,0
DN7171,18.6,1.02,0
DN7172,17.16,0.82,0
DN7173,16.2,0.76,0
DN7174,18.5,0.67,0
DN720,24.56,7.63,0
DN723,22.05,5.19,0
DN725,21.59,5.0,0
DN735,25.09,3.83,0
DN7351,14.11,0.81,0
DN7352,13.6,0.56,0
DN7353,12.7,0.0,0
DN736,24.57,3.61,0
DN737,22.47,3.18,0
DN738,22.04,3.22,0
DN743,17.8,1.48,0
DN745,17.34,1.15,0
DN746,15.55,1.13,0
DN747,13.94,1.13,0
DN748,11.47,1.18,0
DN749,8.33,0.66,1
DN7491,9.79,0.14,0
DN7492,11.94,0.14,0
DN7493,12.3,0.33,0
DN750,19.14,3.86,0
DN7502,12.45,0.85,0
DN7503,12.41,0.6,0
DN7504,11.11,0.38,0
DN7505,13.64,0.75,0
DN7506,13.56,0.66,0
DN7508,13.21,0.62,0
DN7511,14.48,0.95,0
DN7525,20.87,3.12,0
DN7530,24.95,3.26,0
DN75301,18.31,0.6,0
DN75302,14.96,0.76,0
DN7531,24.65,3.13,0
DN7532,21.71,3.04,0
DN7535,19.78,2.96,0
DN75351,17.7,1.27,0
DN75352,14.47,1.05,0
DN75353,12.95,0.97,0
DN75354,12.93,0.76,0
DN75355,12.02,0.64,0
DN7536,18.4,2.46,0
DN7537,18.6,2.4,0
DN7540,17.67,2.24,0
DN75401,17.3,0.89,0
DN75402,15.0,0.78,0
DN75403,16.3,0.65,0
DN7542,15.94,2.05,0
DN75421,15.78,1.42,0
DN75422,16.09,1.35,0
DN75423,13.22,1.24,0
DN75424,11.95,1.17,0
DN7543,21.76,1.66,0
DN7545,19.06,1.76,0
DN75451,16.94,1.8,0
DN75452,16.05,1.45,0
DN75453,15.71,0.93,0
DN75454,17.51,0.82,0
DN7547,16.76,1.2,0
DN755,18.14,1.94,0
DN7550,16.9,1.13,0
DN75510,13.5,0.45,0
DN759,20.04,4.24,0
DN760,16.68,1.2,0
DN7601,16.72,0.89,0
DN7602,11.9,0.58,0
DN7603,9.28,0.5,0
DN779,21.5,3.79,0
DN790,20.0,20.0,1
DN795,24.87,9.0,0
DN805,19.05,7.81,0
DN810,33.19,6.42,0
DN815,25.75,4.89,0
DN8150,25.49,4.64,0
DN8151,27.0,4.15,0
DN8152,26.91,3.67,0
DN8153,26.0,3.23,0
DN8155,30.0,5.23,0
DN820,25.62,2.99,0
DN823,24.02,2.1,0
DN825,22.25,2.67,0
DN840,21.89,2.36,0
DN8401,21.97,2.42,0
DN8402,22.04,2.44,0
DN8403,22.12,2.45,0
DN8404,21.91,2.48,0
DN845,24.21,2.36,0
DN846,22.0,1.94,0
DN847,21.52,1.88,0
DN848,22.04,1.88,0
DN849,24.21,1.83,0
DN850,20.45,1.57,0
DN852,21.85,1.21,0
DN853011,50.0,0.43,0
DN853020,50.0,0.66,0
DN853021,50.0,0.27,0
DN853511,50.0,0.45,0
DN853521,50.0,0.45,0
DN853531,50.0,0.45,0
DN853541,50.0,0.41,0
DN853551,50.0,0.44,0
DN854011,50.0,0.41,0
DN854021,50.0,0.42,0
DN854031,50.0,0.45,0
DN854211,50.0,0.36,0
DN854221,50.0,0.35,0
DN854231,50.0,0.52,0
DN854241,50.0,0.71,0
DN854511,50.0,0.35,0
DN854521,50.0,0.24,0
DN854531,50.0,0.45,0
DN854541,50.0,0.57,0
DN855,17.85,1.28,0
DN855011,50.0,0.41,0
DN855020,50.0,0.36,0
DN855021,50.0,0.56,0
DN863,26.65,1.28,0
DN8631,25.77,1.91,0
DN8632,24.9,1.74,0
DN865,24.03,1.67,0
DN8651,24.08,1.79,0
DN8652,24.13,1.7,0
DN8653,24.18,1.63,0
DN870,24.23,1.56,0
DN887,25.7,14.15,0
DN888,19.05,4.21,0
DN893,22.01,7.62,0
DN895,16.86,1.81,0
DN905,15.97,5.15,0
DN906,27.02,4.42,0
DN910,26.48,3.95,0
DN911,26.78,2.82,0
DN912,25.58,2.25,0
DN915,24.58,1.89,0
DN918,23.92,1.48,0
DN920,19.67,0.95,0
DN923,17.73,0.48,0
DN925,16.86,0.55,0
DN927,15.58,0.47,0
DN9290,12.43,0.07,0
DN9291,10.81,0.07,0
DN9292,11.41,0.05,0
DN9293,11.37,0.27,0
DN9294,9.85,0.25,0
DN9295,10.12,0.05,0
DN930,11.78,0.45,0
DN9300,10.45,0.59,0
DN9301,8.6,0.63,1
DN9302,11.95,0.42,0
DN933,17.09,1.37,0
DN9331,17.0,1.41,0
DN935,14.3,1.27,0
DN9350,11.0,0.48,0
DN9351,9.67,0.81,0
DN9352,9.8,0.59,0
DN9353,9.94,1.35,0
DN9354,10.22,1.06,0
DN93541,8.78,0.03,0
DN93542,8.7,0.0,0
