Node ID,Max Depth (ft)
Local_LC074_MH01,0.45
Local_LC074_MH02,0.45
Local_LC074_MH03,0.46
Local_LC074_MH04,0.45
Local_LC075_MH01,0.32
Local_LC075_MH02,0.52
Local_LC079_&_LC080_L5MR_MH00326.8,0.43
Local_LC079_&_LC080_L5MR_MH00624.1,0.43
Local_LC079_&_LC080_L5MR_MH01060.6,0.43
Local_LC080_&_LC081_LV11,0.27
Local_LC080_L5MR_MH01504.8,0.56
Local_LC080_L5MR_MH02128.8,0.52
Local_LC080_L5MR_MH02570.8,0.52
Local_LC080_L5MR_MH02754.8,0.56
Local_LC080_L5MR_MH02995.8,0.6
Local_LC080_L5MR_MH03455.7,0.58
Local_LC080_L5MR_MH03920.9,0.58
Local_LC080_L5MR_MH04081.0,0.58
Local_LC080_L5MR_MH04173.4,0.58
Local_LC080_L5MR_MH04306.6,0.58
Local_LC080_L5MR_MH04635.1,0.58
Local_LC080_L5MR_MH04966.0,0.49
Local_LC080_L5MR_MH05292.0,0.49
Local_LC080_L5MR_MH05455.3,0.49
Local_LC080_L5MR_MH05740.8,0.47
Local_LC080_L5MR_MH05935.0,0.49
Local_LC080_L5MR_MH06160.2,0.57
Local_LC080_L5MR_MH06413.7,0.55
Local_LC080_L5MR_MH06862.9,0.55
Local_LC080_L5MR_MH07252.5,0.55
Local_LC080_L5MR_MH07762.8,0.6
Local_LC080_L5MR_MH08267.7,0.58
Local_LC080_L5MR_MH08766.1,0.58
Local_LC080_L5MR_MH09214.2,0.58
Local_LC080_L5MR_MH09543.7,0.58
Local_LC080_L5MR_MH09891.3,0.58
Local_LC080_L5MR_MH10184.5,0.58
Local_LC080_L5MR_MH10519.7,0.58
Local_LC080_L5MR_MH10815.4,0.58
Local_LC080_L5MR_MH10940.9,0.58
Local_LC080_L5MR_MH11004.9,0.56
Local_LC080_L5MR_MH11150.9,0.33
Local_LC080_L5MR_MH11478.2,0.63
Local_LC080_L5MR_MH11808.9,0.58
Local_LC080_L5MR_MH12139.1,0.49
Local_LC080_L5MR_MH12676.5,0.62
Local_LC080_L5MR_MH13163.9,0.58
Local_LC080_L5MR_MH13603.6,0.58
Local_LC080_L5MR_MH13712.5,0.56
Local_LC080_L5MR_MH14039.1,0.56
Local_LC080_L5MR_MH14410.7,0.56
Local_LC080_L5MR_MH14741.4,0.56
Local_LC080_L5MR_MH15069.4,0.56
Local_LC080_L5MR_MH15401.3,0.56
Local_LC080_L5MR_MH15727.9,0.68
Local_LC080_L5MR_MH16059.2,0.65
Local_LC080_L5MR_MH16329.6,0.65
Local_LC080_L5MR_MH16705.6,0.74
Local_LC080_L5MR_MH17047.3,0.72
Local_LC080_L5MR_MH17364.7,0.62
Local_LC080_L5MR_MH17444.6,0.61
Local_LC080_L5MR_MH17813.6,0.62
Local_LC080_L5MR_MH18220.5,0.62
Local_LC080_L5MR_MH18675.5,0.57
Local_LC080_L5MR_MH19087.2,0.64
Local_LC080_L5MR_MH19111.2,0.63
Local_LC080_L5MR_MH19414.2,0.62
Local_LC080_L5MR_MH19727.2,0.62
Local_LC080_L5MR_MH19755.4,0.63
Local_LC080_L5MR_MH20128.2,0.65
Local_LC093_&_LC095_MH0688,0.19
Local_LC095_&_LC202_MH5537,0.25
Local_LC095_&_LC202_MH5576,0.11
Local_LC095_MH0090,0.0
Local_LC095_MH0439,0.22
Local_LC095_MH0479,0.05
Local_LC095_MH0691,0.0
Local_LC095_MH1061,0.11
Local_LC095_MH1062,0.0
Local_LC095_MH1171,0.12
Local_LC095_MH5394,0.13
Local_LC096_07_MH1,0.25
Local_LC096_07_MH2,0.21
Local_LC096_30_MH1,0.2
Local_LC096_30_MH2,0.19
Local_LC096_33_MH1,0.22
Local_LC096_33_MH2,0.37
Local_LC116_Reg_MH01,2.09
Local_LC127_MH01,0.06
Local_LC128_MH01,0.18
Local_LC129_MH01,0.57
Local_LC129_MH01A,0.27
Local_LC129_MH02,0.27
Local_LC129_MH03,0.28
Local_LC129_MH04,0.27
Local_LC129_MH05,0.28
Local_LC130_MH01,0.87
Local_LC130_MH02,0.39
Local_LC130_MH03,0.23
Local_LC130_MH04,0.23
Local_LC132_MH01,0.08
Local_LC132_MH02,0.08
Local_LC134_MH01,0.11
Local_LC135_MH01,0.18
Local_LC135_MH02,0.33
Local_LC135_MH03,0.33
Local_LC135_MH04,0.33
Local_LC135_MH05,0.33
Local_LC135_MH06,0.33
Local_LC135_MH07,0.33
Local_LC169_MH01,0.03
Local_LC170_MH01,0.02
Local_LC171_MH01,0.03
Local_LC174_MH01,1.0
Local_LC174_MH02,0.55
Local_LC174_MH03,0.49
Local_LC174_MH04,0.74
Local_LC174_MH05,0.69
Local_LC174_MH06,0.81
Local_LC174_MH07,0.79
Local_LC174_MH08,0.78
Local_LC174_MH09,0.79
Local_LC174_MH10,0.78
Local_LC174_MH11,0.78
Local_LC174_MH12,0.78
Local_LC177_MH01,0.03
Local_LC178_MH01,0.14
Local_LC178_MH02,0.12
Local_LC179_MH01,0.09
Local_LC179_MH02,0.13
Local_LC180_MH01,0.03
Local_LC180_MH02,0.06
Local_LC181_MH01,0.17
Local_LC181_MH02,0.14
Local_LC182_MH01,0.11
Local_LC182_MH02,0.11
Local_LC183_MH01,0.58
Local_LC183_MH02,0.67
Local_LC183_MH03,0.54
Local_LC183_MH04,0.54
Local_LC183_MH05,0.64
Local_LC186_&_LC187_MH01,0.14
Local_LC186_&_LC187_MH02,0.25
Local_LC186_MH01,0.21
Local_LC186_MH02,0.14
Local_LC186_MH03,0.14
Local_LC186_MH04,0.24
Local_LC186_MH04_ToRVI,0.29
Local_LC186_MH05,0.64
Local_LC188_BT,2.78
Local_LC188_GVC_MH01,0.68
Local_LC188_GVC_MH02,0.11
Local_LC188_GVC_MH03,0.08
Local_LC188_GVC_MH04,0.07
Local_LC188_GVC_MH05,0.11
Local_LC188_GVC_MH06,0.1
Local_LC188_GVC_MH07,0.1
Local_LC188_GVC_MH08,0.09
Local_LC188_GVC_MH09,0.08
Local_LC191_MH01,0.16
Local_LC191_MH02,0.21
Local_LC191_MH03,0.11
Local_LC199_MH1,2.82
Local_LC199_MH2,5.35
Local_LC204_MH1,0.19
LV_4,0.52
LV_5,0.51
M10_2,0.41
m3000-SOT140005,6.47
m3010-SOT140011,8.3
m3020-SOT136010,7.41
m3030-DUMMY3030B,3.07
m3090-SOT132002,2.55
m3130-SOT055907,0.91
m3270-SOT012607,7.22
m3370-BLT137019,1.14
M8_1,12.69
M8_2,12.02
M8_3,5.7
M8_4,6.04
M8_5,7.01
M8_6,6.61
M8_7,7.05
M8_8,6.68
MAK-11,17.62
MAK-12,17.27
MAK-13,23.0
MAK-14,16.68
MAK-15,16.86
MAK-18,20.1
MAK-19,18.32
MAK-2,13.53
MAK-20,17.06
MAK-3,14.68
MAK-4,15.29
MAK-5,20.04
MAK-6,17.57
MAK-7,18.31
MAK-8,17.85
MAK-9,17.81
MarterDischargeChannel,7.61
MarterPump1Outlet,7.85
MarterPump2Outlet,7.85
MartinBasinDewatering,12.14
MartinBasinInfluentGates,8.2
MartinDrainEffluent2,5.75
MartinDrainInfluentBox,5.94
MartinRegulatorChamber,18.82
MDOT_I75_01,1.51
MDOT_M102-01,21.74
MDOT_M102-02,17.8
MDOT_M102-03,11.1
MDOT_M102-04,17.34
MDOT_M102-05,15.25
MDOT_M102-06,11.22
MDOT_M102-07,24.9
MDOT_M102-08,21.81
MDOT_M102-09,20.12
MH07303,17.52
MH10,3.01
MH103,35.48
MH11,9.05
MH12,26.86
MH124,23.65
MH132,23.52
MH136,30.09
MH137,6.77
MH15,23.32
MH16,1.6
MH17,15.04
MH18,22.58
MH2,19.15
MH22,22.03
MH3,21.41
MH39,20.09
MH40,8.76
MH41,9.09
MH42,9.79
MH43,10.72
MH44,11.35
MH45,10.86
MH46,27.52
MH48,9.19
MH49,43.46
MH5,20.51
MH50,30.91
MH53,7.86
MH64,17.01
MH67,45.58
MH69,28.83
MH7,14.82
MH72,12.65
MH77,23.47
MH78,19.27
MH79,39.42
MH80,35.49
ML_063,4.79
ML_074D,10.46
ML_079D,6.03
MR-1002,33.87
MR-1003,33.92
MR-1004,34.0
MR-1005,34.11
MR-1010,34.18
MR-1012,33.66
MR-1015,34.09
MR-1022,29.81
MR-1024,29.39
MR-1026,28.97
MR-1030,28.53
MR-1050,27.05
MR-1060,26.24
MR-1070,23.99
MR-1080,18.29
MR-11020,7.59
MR-11040,7.44
MR-12020,8.49
MR-2004,30.18
MR-2005,30.05
MR-2006,30.09
MR-2007,30.0
MR-2008,29.91
MR-2009,29.63
MR-2010,29.47
MR-2012,28.8
MR-2014,29.04
MR-2016,28.94
MR-2018,29.06
MR-2019,29.68
MR-2030,27.05
MR-2032,27.35
MR-2034,27.66
MR-2036,27.96
MR-2038,28.26
MR-2039,28.57
MR-2040,28.87
MR-2042,18.0
MR-2044,17.58
MR-2045,17.15
MR-2046,16.72
MR-2047,16.3
MR-2048,15.87
MR-3000,15.44
MR-4000,21.91
MR-4002,21.97
MR-4004,22.29
MR-4006,22.62
MR-4008,22.94
MR-4010,23.26
MR-4012,23.58
MR-4014,23.48
MR-4016,23.94
MR-4018,24.54
MRD-1,13.0
MRD-10,7.26
MRD-10A,6.63
MRD-11,7.11
MRD-12,6.96
MRD-13,6.81
MRD-14,6.67
MRD-16,5.92
MRD-17,5.72
MRD-18,5.46
MRD-19,5.24
MRD-2,13.0
MRD-20,5.15
MRD-21,5.11
MRD-22,5.12
MRD-23,5.08
MRD-24,5.2
MRD-25,5.53
MRD-26,5.82
MRD-27,5.97
MRD-28,5.66
MRD-29,5.4
MRD-30,5.2
MRD-31,5.04
MRD-32,5.69
MRD-33,2.26
MRD-34,3.54
MRD-35,2.9
MRD-36,2.76
MRD-37,2.72
MRD-38,2.69
MRD-39,2.37
MRD-40,2.85
MRD-41,3.02
MRD-43,3.0
MRD-44,3.01
MRD-45,3.08
MRD-46,3.13
MRD-47,3.16
MRD-48,3.18
MRD-49,3.22
MRD-50,2.94
MRD-51,3.41
MRD-52,4.0
MRD-53,8.44
MRD-54,8.08
MRD-55,11.18
MRD-56,12.89
MRD-57,3.64
MRD-58,2.85
MRD-59,2.34
MRD-60,1.29
MRD-61,0.88
MRD-62,0.36
MRD-63,0.36
MRD-7,13.0
MRD-8A,10.09
MRD-9,6.81
NeffPSSanChannel,23.0
NeffPSStormChannel,23.0
NeffPSStormChannel7,5.27
NER-10,1.02
NER-11,1.02
NER-12,1.01
NER-13,1.02
NER-14,0.38
NER-15,1.05
NER-16,1.0
NER-17,0.71
NER-18,0.2
NER-19,0.29
NER-2,0.98
NER-21,0.31
NER-22,0.31
NER-23,4.0
NER-24,3.42
NER-25,2.84
NER-26,2.43
NER-27,2.0
NER-29,0.9
NER-3,1.0
NER-30,0.59
NER-31,0.51
NER-32,0.49
NER-33,0.49
NER-34,0.49
NER-35,0.47
NER-36,0.47
NER-37,0.46
NER-38,0.45
NER-39,0.45
NER-4,0.94
NER-40,0.48
NER-41,0.45
NER-42,0.45
NER-43,0.45
NER-45,0.45
NER-46,0.48
NER-48,0.45
NER-49,0.5
NER-5,0.94
NER-51,0.4
NER-52,0.41
NER-54,0.33
NER-55,0.33
NER-56,0.28
NER-58,0.28
NER-59,0.23
NER-6,0.94
NER-60,0.16
NER-61,0.16
NER-62,0.22
NER-63,0.43
NER-64,0.38
NER-66,0.63
NER-67,0.33
NER-68,0.42
NER-69,0.32
NER-7,0.84
NER-70,0.33
NER-71,0.32
NER-73,0.3
NER-76,0.12
NER-8,1.07
NER-9,1.02
NESPS_Discharge1_OMID,0.0
NESPS_Discharge2_OMID,0.0
NESPS_Discharge4_OMID,3.19
NESPS_Discharge5_OMID,0.0
NESPS_Discharge6_OMID,0.0
NESPS_Pump1_HighPoint_OMID,0.0
NESPS_Pump2_HighPoint_OMID,0.0
NESPS_Pump4_HighPoint_OMID,0.0
NESPS_Pump5_HighPoint_OMID,0.0
NESPS_Pump6_HighPoint_OMID,0.0
NEWTP,24.34
NORM-1,10.36
NORM-2,9.68
NORM-4,8.72
NWR-1,0.76
NWR-10,1.2
NWR-12,1.07
NWR-13,0.84
NWR-14,1.11
NWR-15,1.13
NWR-18,1.0
NWR-19,1.09
NWR-2,1.25
NWR-20,1.13
NWR-21,1.14
NWR-22,1.21
NWR-23,1.44
NWR-24,29.3
NWR-25,57.48
NWR-26,60.03
NWR-27,58.0
NWR-28,57.1
NWR-29,57.12
NWR-3,1.29
NWR-30,58.06
NWR-33,0.69
NWR-34,0.67
NWR-35,0.77
NWR-36,0.75
NWR-37,0.49
NWR-38,0.73
NWR-39,0.67
NWR-4,1.28
NWR-40,0.61
NWR-41,0.62
NWR-42,0.61
NWR-5,1.24
NWR-6,1.28
NWR-7,1.14
NWR-8,1.19
NWR-9,1.21
NWRC-1,1.17
NWRC-10,1.49
NWRC-11,1.6
NWRC-12,1.4
NWRC-13,0.91
NWRC-16,0.88
NWRC-17,0.61
NWRC-2,0.93
NWRC-4,1.06
NWRC-7,0.9
NWRC-8,1.43
NWRC-9,1.47
P1,44.0
P10,44.87
P11,54.47
P12,55.63
P13,57.37
P14,0.0
P15,72.8
P16,93.55
P2,49.64
P3,51.36
P4,58.37
P5,55.89
P6,47.54
P7,60.05
P8,0.0
P9,44.87
PCI-10A_Sta.009+19_MH_OMID,1.28
PCI-10A_Sta.027+84_MH_OMID,1.38
PCI-10A_Sta.043+22_MH_OMID,1.36
PCI-10A_Sta.058+23_MH_OMID,1.33
PCI-10A_Sta.071+34_MH_OMID,1.36
PCI-10A_Sta.089+05_MH_OMID,1.35
PCI-10A_Sta.106+13_MH_OMID,1.35
PCI-10A_Sta.121+67_MH_OMID,1.35
PCI-10A_Sta.135+27_MH_OMID,1.35
PCI-10A_Sta.151+87_MH_OMID,1.35
PCI-10B_Sta.164+77_MH_OMID,1.35
PCI-10B_Sta.178+60_BT_OMID,1.35
PCI-10B_Sta.187+54_MH_OMID,1.31
PCI-10B_Sta.203+78_MH_OMID,1.31
PCI-10B_Sta.209+50_BT_OMID,1.31
PCI-11_Sta.012+61_MH_OMID,0.79
PCI-11_Sta.022+60_MH_OMID,0.64
PCI-11_Sta.023+96_MH_OMID,0.91
PCI-11_Sta.024+06_MH_OMID,0.98
PCI-11_Sta.027+29_MH_OMID,0.81
PCI-11_Sta.027+48_MH_OMID,1.47
PCI-11_Sta.030+12_MH_OMID,1.4
PCI-11_Sta.030+49_MH_OMID,0.28
PCI-11_Sta.036+66_MH_OMID,0.48
PCI-11_Sta.042+57_MH_OMID,0.47
PCI-11_Sta.067+69_MH_OMID,0.71
PCI-11_Sta.073+68_MH_OMID,0.71
PCI-11_Sta.079+37_MH_OMID,0.71
PCI-11_Sta.085+15_MH_OMID,0.71
PCI-11_Sta.091+51_MH_OMID,0.53
PCI-11_Sta.097+78_MH_OMID,0.54
PCI-11_Sta.100+95_MH_OMID,0.54
PCI-11_Sta.104+20_MH_OMID,0.52
PCI-11_Sta.107+32_MH_OMID,0.52
PCI-11_Sta.109+41_MH_OMID,0.52
PCI-11_Sta.111+53_MH_OMID,0.52
PCI-11_Sta.113+71_MH_OMID,0.53
PCI-11A_Sta.000+31_MH_OMID,0.59
PCI-11A_Sta.004+28_MH_OMID,0.75
PCI-11A_Sta.007+83_MH_OMID,0.7
PCI-11A_Sta.009+33_MH_OMID,0.71
PCI-11A_Sta.010+71_MH_OMID,0.62
PCI-11A_Sta.014+30_MH_OMID,0.69
PCI-11A_Sta.017+30_MH_OMID,0.68
PCI-11A_Sta.017+42_MH_OMID,1.18
PCI-12A_Sta.018+49_MH_OMID,5.64
PCI-38_Sta.110+23_MH_OMID,3.26
PCI-38_Sta.121+77_MH_OMID,5.31
PCI-5_Sta.003+50_MH_OMID,3.98
PCI-5_Sta.021+25_MH_OMID,3.49
PCI-5_Sta.042+40_MH_OMID,3.39
PCI-5_Sta.050+00_SC_OMID,3.85
PCI-5_Sta.055+00_SC_OMID,3.85
PCI-5_Sta.060+00_SC_OMID,3.79
PCI-5_Sta.060+90_MH_OMID,3.81
PCI-5_Sta.065+00_SC_OMID,3.91
PCI-5_Sta.070+00_SC_OMID,3.97
PCI-5_Sta.080+00_SC_OMID,4.3
PCI-5_Sta.082+60_MH_OMID,3.89
PCI-5_Sta.084+10_MH_OMID,3.66
PCI-5_Sta.085+00_SC_OMID,3.53
PCI-5_Sta.095+00_SC_OMID,3.17
PCI-5_Sta.100+00_SC_OMID,3.29
PCI-5_Sta.105+00_SC_OMID,3.69
PCI-5_Sta.106+25_MH_OMID,3.72
PCI-5_Sta.110+00_SC_OMID,3.83
PCI-5_Sta.115+00_SC_OMID,3.83
PCI-5_Sta.119+25_MH_OMID,3.81
PCI-5_Sta.120+00_SC_OMID,3.82
PCI-5_Sta.125+00_SC_OMID,3.98
PCI-5_Sta.131+19_MH_OMID,3.88
PCI-5_Sta.135+00_SC_OMID,3.27
PCI-5_Sta.140+00_SC_OMID,2.35
PCI-6_Sta.000+48_MH_OMID,3.03
PCI-6_Sta.013+97_MH_OMID,2.79
PCI-6_Sta.021+17_EOL_OMID,2.76
PCI-6_Sta.028+80_MH_OMID,3.27
PCI-6_Sta.043+75_MH_OMID,3.39
PCI-6_Sta.053+17_EOL_OMID,3.39
PCI-6_Sta.063+90_MH_OMID,3.0
PCI-6_Sta.082+10_MH_OMID,2.73
PCI-6_Sta.101+61_MH_OMID,2.75
PCI-6_Sta.118+00_MH_OMID,2.72
PCI-7_Sta.000+00_MH_OMID,2.74
PCI-7_Sta.018+25_MH_OMID,2.77
PCI-7_Sta.035+00_MH_OMID,2.74
PCI-7_Sta.051+66_MH_OMID,2.73
PCI-7_Sta.069+40_MH_OMID,2.74
PCI-7_Sta.083+76_MH_OMID,2.73
PCI-7_Sta.085+22_BT_OMID,2.73
PCI-7_Sta.096+03_MH_OMID,2.72
PCI-7_Sta.101+97_EOL_OMID,2.71
PCI-7_Sta.136+02_BT_OMID,6.01
PCI-7_Sta.136+27_MH_OMID,5.99
PCI-8_Sta.002+75_MH_OMID,4.33
PCI-8_Sta.014+02_MH_OMID,3.12
PCI-8_Sta.027+53_BT_OMID,2.39
PCI-8_Sta.031+06_MH_OMID,2.36
PCI-8_Sta.050+63_MH_OMID,1.93
PCI-8_Sta.069+02_MH_OMID,1.84
PCI-8_Sta.084+31_MH_OMID,1.84
PCI-8_Sta.100+45_MH_OMID,1.84
PCI-8_Sta.117+15_MH_OMID,1.84
PCI-8_Sta.118+00_SC_OMID,1.82
PCI-8_Sta.128+20_BT_OMID,1.48
PCI-8_Sta.133+59_MH_OMID,1.69
PCI-8_Sta.149+35_MH_OMID,1.67
PCI-8_Sta.166+11_MH_OMID,1.67
PCI-8_Sta.175+64_MH_OMID,1.67
PCI-8_Sta.176+39_DC_OMID,1.63
PCI-9_Sta.002+12_MH_OMID,1.95
PCI-9_Sta.021+47_MH_OMID,1.51
PCI-9_Sta.045+98_MH_OMID,1.52
PCI-9_Sta.062+50_MH_OMID,1.52
PCI-9_Sta.083+90_MH_OMID,1.52
PCI-9_Sta.104+35_MH_OMID,1.51
PCI-9_Sta.122+80_MH_OMID,1.52
PCI-9_Sta.131+20_BT_OMID,1.52
PCI-9_Sta.145+76_BT_OMID,1.5
PCI-9_Sta.147+50_MH_OMID,1.43
PCI-9_Sta.162+50_MH_OMID,1.42
PCI-9_Sta.179+22_MH_OMID,1.42
PCI-9_Sta.179+60_DC_OMID,1.83
PIP-1,16.65
PIP-3,6.89
PLEA-1,16.0
PLEA-4,5.44
PL-EFF-2,11.0
PS1_Discharge2,50.16
PS1_Discharge2B,26.78
PS1_Discharge3,17.5
PS1_Discharge4,15.12
PS1_Discharge5,17.17
PS1_Discharge6,15.05
PS1_Discharge7,18.85
RAU-1,18.56
RAU-3,7.78
RC1126,0.0
RC1127,0.0
RC1127A,0.0
RC1131,0.0
RC1132,0.0
RC1132A,0.0
RC1156,2.31
RC1157,2.63
RC1157A,6.07
RC1171,1.23
RC1172,2.57
RC1172A,3.08
RC17001,7.69
RC17003,4.86
RC17004,4.42
RC27001,23.91
RC27001A,33.0
RC27003,7.66
RC27003A,30.21
RC27004,7.18
RC27004A,27.27
Regulator11,23.57
Regulator17,12.02
Regulator3,35.7
Regulator7,17.01
REIN-1,16.46
REIN-4,6.34
RVSDS_CSO_03_(M18A)_Reg1,0.59
RVSDS_CSO_07_(M14)_Div,2.0
RVSDS_CSO_10_(M19)_Div_Old,3.3
RVSDS_CSO_10_(M19)_Reg2,0.3
RVSDS_CSO_11_(L42)_Div,1.26
RVSDS_CSO_11_(L42)_Reg,0.96
RVSDS_CSO_11_(L42)_Weir,1.0
RVSDS_CSO_12_(L43)_Div,1.36
RVSDS_CSO_19_(L47)_Div,1.5
RVSDS_CSO_19_(L47)_Reg,2.45
RVSDS_CSO_20_(L48)_Div,3.48
RVSDS_CSO_20_(L48)_Reg,2.76
RVSDS_CSO_21_(L39)_Div,4.21
RVSDS_CSO_21_(L39)_Reg,0.67
RVSDS_CSO_22_(L38)_Div,1.59
RVSDS_CSO_22_(L38)_Reg,0.75
RVSDS_CSO_45_(U02)_Div,3.95
RVSDS_CSO_51_(L37)_Div,0.05
RVSDS_CSO_51_(L37)_Reg,0.13
RVSDS_CSO_53_(L34)_Div,0.13
RVSDS_CSO_53_(L34)_Reg,0.16
RVSDS_CSO_59_(M24)_Div,0.81
RVSDS_CSO_59_(M24)_Reg,0.86
RVSDS_CSO_63_(L45)_Div,0.38
RVSDS_CSO_I03_(L40)_Div,0.05
RVSDS_CSO_I08_(L44)_Div,0.98
RVSDS_EQ_Livonia_Effluent1,0.0
RVSDS_EQ_Livonia_Effluent2,1.07
RVSDS_EQ_Livonia_Influent2,0.72
RVSDS_EQ_Livonia_MeterMH,1.06
RVSDS_INT_HLDE_1,1.08
RVSDS_INT_HLDE_2,1.09
RVSDS_INT_HLDE_3,1.09
RVSDS_INT_LRIR_IX_MH9-#1,1.42
RVSDS_INT_LRIR_IX_MH9-#3_US,0.56
RVSDS_INT_LRIR_IX_MH9-#4,1.33
RVSDS_INT_LRIR_IX_MH9-#5,0.8
RVSDS_INT_LRIR_IX_MH9-01,1.25
RVSDS_INT_LRIR_IX_MH9-02,1.69
RVSDS_INT_LRIR_IX_MH9-03,1.25
RVSDS_INT_LRIR_IX_MH9-04,0.71
RVSDS_INT_LRIR_IX_MH9-05,0.87
RVSDS_INT_LRIR_IX_MH9-06,0.69
RVSDS_INT_LRIR_IX_MH9-07,1.02
RVSDS_INT_LRIR_IX_MH9-08,0.89
RVSDS_INT_LRIR_IX_MH9-09,0.82
RVSDS_INT_LRIR_IX_MH9-10,0.77
RVSDS_INT_LRIR_IX_MH9-11,0.85
RVSDS_INT_LRIR_IX_MH9-12,0.75
RVSDS_INT_LRIR_IX_MH9-13,1.02
RVSDS_INT_LS1A_Discharge,0.98
RVSDS_INT_LS1A_DL-MH1,0.84
RVSDS_INT_LS1A_DL-MH2,0.93
RVSDS_INT_LS1A_High,6.15
RVSDS_INT_LS1A_OF-MH1,0.0
RVSDS_INT_LS1A_OF-MH2,0.0
RVSDS_INT_LS1A_Pump1_Discharge,0.0
RVSDS_INT_LS1A_Pump2_Discharge,0.0
RVSDS_INT_LS1A_Pump3_Discharge,0.0
RVSDS_INT_LS1A_Pump4_Discharge,0.0
RVSDS_INT_LS1A_Pump5_Discharge,1.55
RVSDS_INT_LS1A_Pump6_Discharge,0.0
RVSDS_INT_LV_MH07,2.22
RVSDS_INT_LV_MH08,2.68
RVSDS_INT_LV_MH09,2.05
RVSDS_INT_LV_MH10,1.77
RVSDS_INT_LV_MH11,1.79
RVSDS_INT_LV_MH16,2.91
RVSDS_INT_LV_MH17,2.95
RVSDS_INT_LV_MH18,2.85
RVSDS_INT_LV_MH19,2.92
RVSDS_INT_LV_MH20,2.99
RVSDS_INT_LV_MH21,2.96
RVSDS_INT_LV_MH22,3.14
RVSDS_INT_LV_MH23,2.65
RVSDS_INT_LV_MH24,2.58
RVSDS_INT_LV_MH25,2.54
RVSDS_INT_LV_MH26,2.48
RVSDS_INT_LV_MH27,2.44
RVSDS_INT_LV_MH28,2.4
RVSDS_INT_LV_MH29,2.37
RVSDS_INT_LV_MH30,2.33
RVSDS_INT_LV_MH31,2.37
RVSDS_INT_LV_MH32,2.27
RVSDS_INT_LV_MH33,2.02
RVSDS_INT_LV_MH34,1.77
RVSDS_INT_LV_MH35,1.64
RVSDS_INT_LV_MH37,1.08
RVSDS_INT_LV_MH38,0.61
RVSDS_INT_LV_MH39,0.27
RVSDS_INT_LV_MH40,0.26
RVSDS_INT_LV_MH41,0.26
RVSDS_INT_MRIR_I_MH1-23,10.57
RVSDS_INT_MRIR_II_MH2-01,13.7
RVSDS_INT_MRIR_II_MH2-02,13.21
RVSDS_INT_MRIR_II_MH2-03,7.65
RVSDS_INT_MRIR_II_MH2-04,5.26
RVSDS_INT_MRIR_II_MH2-05,5.22
RVSDS_INT_MRIR_II_MH2-06,7.06
RVSDS_INT_MRIR_II_MH2-07,7.8
RVSDS_INT_MRIR_II_MH2-11,3.38
RVSDS_INT_MRIR_II_MH2-12,2.65
RVSDS_INT_MRIR_II_MH2-13,2.66
RVSDS_INT_MRIR_II_MH2-14,2.76
RVSDS_INT_MRIR_II_MH2-15,2.86
RVSDS_INT_MRIR_II_MH2-16,2.55
RVSDS_INT_MRIR_II_MH2-17,2.15
RVSDS_INT_MRIR_II_MH2-18,2.29
RVSDS_INT_MRIR_II_MH2-19,2.42
RVSDS_INT_MRIR_II_MH2-20,2.17
RVSDS_INT_MRIR_II_MH2-21,2.27
RVSDS_INT_MRIR_II_MH2-22,2.21
RVSDS_INT_MRIR_II_MH2-23,2.14
RVSDS_INT_MRIR_II_MH2-24,2.08
RVSDS_INT_MRIR_II_MH2-25,2.1
RVSDS_INT_MRIR_II_MH2-26,2.02
RVSDS_INT_MRIR_II_MH2-27,2.22
RVSDS_INT_MRIR_II_MH2-28,2.1
RVSDS_INT_MRIR_II_MH2-29,2.18
RVSDS_INT_MRIR_II_MH2-30,2.12
RVSDS_INT_MRIR_II_MH2-31,2.26
RVSDS_INT_MRIR_II_MH2-32,1.31
RVSDS_INT_MRIR_II_MH2-33,2.7
RVSDS_INT_MRIR_II_MH2-34,2.87
RVSDS_INT_MRIR_II_MH2-37,2.78
RVSDS_INT_MRIR_III_JC3-37_HighPipe,0.55
RVSDS_INT_MRIR_III_MH3-01,1.66
RVSDS_INT_MRIR_III_MH3-02,1.36
RVSDS_INT_MRIR_III_MH3-03,1.31
RVSDS_INT_MRIR_III_MH3-04,1.47
RVSDS_INT_MRIR_III_MH3-05,1.33
RVSDS_INT_MRIR_III_MH3-06,1.46
RVSDS_INT_MRIR_III_MH3-07,1.38
RVSDS_INT_MRIR_III_MH3-08,1.47
RVSDS_INT_MRIR_III_MH3-09,1.42
RVSDS_INT_MRIR_III_MH3-10,1.39
RVSDS_INT_MRIR_III_MH3-11,1.34
RVSDS_INT_MRIR_III_MH3-12,1.5
RVSDS_INT_MRIR_III_MH3-15,1.5
RVSDS_INT_MRIR_III_MH3-18,1.49
RVSDS_INT_MRIR_III_MH3-19,1.36
RVSDS_INT_MRIR_III_MH3-20,1.43
RVSDS_INT_MRIR_III_MH3-22,0.68
RVSDS_INT_MRIR_III_MH3-23,0.66
RVSDS_INT_MRIR_III_MH3-24,0.7
RVSDS_INT_MRIR_III_MH3-25,0.65
RVSDS_INT_MRIR_III_MH3-26,0.59
RVSDS_INT_MRIR_III_MH3-27,0.67
RVSDS_INT_MRIR_III_MH3-28,0.66
RVSDS_INT_MRIR_III_MH3-29,0.78
RVSDS_INT_MRIR_III_MH3-30,0.56
RVSDS_INT_MRIR_III_MH3-31,0.63
