Node ID,Max Depth (ft)
SMH14100,12.63
SMH14103,18.23
SMH14116,10.24
SMH14120,8.75
SMH14121,11.06
SMH14122,3.6
SMH14129,3.04
SMH14130,2.35
SMH14139,19.15
SMH14142,19.91
SMH14143,16.57
SMH14151,23.86
SMH14153,21.56
SMH14175,8.07
SMH14177,28.85
SMH14181,14.59
SMH14185,22.11
SMH14186,9.63
SMH14189,39.69
SMH14193,2.73
SMH14194,1.08
SMH14196,2.42
SMH14198,1.05
SMH14216,1.31
SMH14217,13.96
SMH14218,30.23
SMH14220,21.8
SMH14229,20.92
SMH14240,4.51
SMH14242,33.75
SMH14249,9.56
SMH14254,4.73
SMH14259,22.21
SMH14261,22.33
SMH14266,1.71
SMH14272,17.4
SMH14274,3.13
SMH14276,4.41
SMH14279,0.64
SMH14284,27.46
SMH14288,2.42
SMH14316,32.28
SMH14321,23.57
SMH14335,23.2
SMH14346,20.31
SMH14350,23.52
SMH14367,31.16
SMH14388,15.38
SMH14395,29.25
SMH14398,18.19
SMH14404,16.75
SMH14415,17.11
SMH14428,14.46
SMH14435,14.92
SMH14446,20.53
SMH14451,1.02
SMH14457,21.1
SMH14469,14.34
SMH14474,24.92
SMH14480,15.79
SMH14487,14.79
SMH14488,14.27
SMH14489,10.35
SMH14497,14.17
SMH14500,13.62
SMH14503,11.88
SMH14508,24.98
SMH14509,24.33
SMH14513,21.2
SMH14521,22.48
SMH14531,18.26
SMH14532,26.71
SMH14546,17.76
SMH14553,0.97
SMH14560,11.66
SMH14584,31.7
SMH14587,14.19
SMH14608,28.75
SMH14610,24.61
SMH14611,20.24
SMH14624,20.61
SMH14626,23.86
SMH14632,28.84
SMH14638_2,21.31
SMH14645,22.79
SMH14648,26.1
SMH14653,26.41
SMH14657,25.37
SMH14670,12.49
SMH14677,17.51
SMH14692,35.95
SMH14698,31.97
SMH14703,35.75
SMH14716,9.2
SMH14717,2.11
SMH14734,16.38
SMH14760/27929/27930,24.74
SMH14763,19.53
SMH14773,29.73
SMH14781,21.45
SMH14782,1.19
SMH14794,1.07
SMH14795,31.37
SMH14801,14.2
SMH14806,16.19
SMH14809,0.53
SMH14810,1.58
SMH14819,0.93
SMH14824,27.17
SMH14838,23.86
SMH14847,16.99
SMH14850,16.47
SMH14851,0.68
SMH14865,7.18
SMH14871,23.99
SMH14876,1.31
SMH14882,26.9
SMH14893,1.39
SMH14903,2.59
SMH14912,45.0
SMH14915,29.31
SMH14920,17.85
SMH14925,15.02
SMH14928,19.88
SMH14934,31.68
SMH14941,24.29
SMH14956,23.62
SMH14957,20.76
SMH14958,14.96
SMH14964,19.43
SMH14965,23.71
SMH14979,14.73
SMH14983,15.75
SMH14986,11.67
SMH15006,31.31
SMH15013,13.78
SMH15018,16.38
SMH15025,23.35
SMH15026,1.37
SMH15038,26.17
SMH15041,17.33
SMH15042,19.73
SMH15051,29.95
SMH15057,16.16
SMH15059,19.35
SMH15066,21.54
SMH15070,34.67
SMH15071,16.71
SMH15073,27.88
SMH15074,25.42
SMH15080,19.98
SMH15082,21.46
SMH15091,12.54
SMH15115,19.11
SMH15124,30.52
SMH15129,20.31
SMH15132,16.21
SMH15137,20.81
SMH15150,28.38
SMH15154,28.21
SMH15158,34.44
SMH15160,20.31
SMH15169,20.66
SMH15171,27.94
SMH15176,29.31
SMH15180,9.06
SMH15181,14.45
SMH15183,18.81
SMH15191,25.92
SMH15194,17.73
SMH15195,19.14
SMH15206,8.83
SMH15208,19.81
SMH15211,18.33
SMH15212,69.52
SMH15215,14.89
SMH15219,21.84
SMH15221,11.15
SMH15229,15.01
SMH15234,16.59
SMH15236,21.04
SMH15241,15.62
SMH15245,12.83
SMH15253,24.66
SMH15255,20.24
SMH15267,19.79
SMH15281,16.66
SMH15289,20.09
SMH15292,15.43
SMH15296,19.23
SMH15297,8.79
SMH15298,17.07
SMH15301,19.44
SMH15302,17.19
SMH15324,24.37
SMH15329,16.06
SMH15332,2.77
SMH15343,15.58
SMH15346,29.06
SMH15356,25.26
SMH15358,22.28
SMH15374,23.53
SMH15388,15.08
SMH15401,20.93
SMH15406,20.43
SMH15407,20.85
SMH15412,15.42
SMH15414,19.15
SMH15416,27.28
SMH15417,27.31
SMH15420,1.83
SMH15421,0.0
SMH15431,14.86
SMH15432,39.5
SMH15434,3.48
SMH15439,1.1
SMH15443,21.31
SMH15445,15.19
SMH15448,14.83
SMH15485,12.61
SMH15492,29.49
SMH15493,31.26
SMH15497,28.74
SMH15519,7.23
SMH15521,9.2
SMH15522,1.71
SMH15523,17.67
SMH15527,19.15
SMH15532,16.06
SMH15534,22.17
SMH15540,16.96
SMH15549,16.91
SMH15570,14.0
SMH15571,14.34
SMH15572,16.71
SMH15573,13.75
SMH15584,12.91
SMH15588,13.23
SMH15599,22.61
SMH15601,13.65
SMH15602,12.05
SMH15622,14.97
SMH15628,32.42
SMH15632,19.02
SMH15633,20.9
SMH15634,27.7
SMH15637,35.74
SMH15640,39.03
SMH15643,16.65
SMH15662,10.1
SMH15666,63.1
SMH15668,17.59
SMH15671,17.92
SMH15675,20.54
SMH15678,20.64
SMH15683,16.0
SMH15684,28.62
SMH15686,11.86
SMH15696,26.97
SMH15701,36.38
SMH15702,23.24
SMH15704,14.86
SMH15706,43.65
SMH15708,16.56
SMH15714,12.14
SMH15718,13.51
SMH15728,13.01
SMH15730,14.27
SMH15740,13.58
SMH15748,14.65
SMH15750,11.96
SMH15752,1.14
SMH15789,19.03
SMH15817,8.87
SMH15824,14.57
SMH15825,13.32
SMH15827,18.23
SMH15828,16.93
SMH15868,2.47
SMH15886,0.0
SMH15894,1.19
SMH15897,37.56
SMH15899,4.3
SMH16269,22.41
SMH16283,18.78
SMH16289,15.67
SMH16290,16.25
SMH16309,19.32
SMH16312,18.16
SMH16319,24.4
SMH16320,18.27
SMH16323,19.89
SMH16325,24.95
SMH16326,17.49
SMH16336,20.61
SMH16339,20.77
SMH16340,30.24
SMH16505,31.82
SMH16512,22.19
SMH16518,1.3
SMH16537,0.96
SMH16548,8.86
SMH16565,18.53
SMH16567,2.89
SMH16607,0.72
SMH16619,8.48
SMH16625,7.53
SMH16627,1.62
SMH16629,2.12
SMH16630,16.95
SMH16631,17.4
SMH16809,2.06
SMH16810,2.09
SMH16834,10.03
SMH16835,14.82
SMH16839,14.18
SMH16840,0.0
SMH16856,15.79
SMH16858,14.4
SMH16861,16.6
SMH16913,23.03
SMH16921,1.97
SMH16927,1.5
SMH16928,5.64
SMH16929,0.96
SMH16933,2.31
SMH16950,20.64
SMH16951,0.88
SMH16955,16.17
SMH16966,21.39
SMH17032,15.79
SMH17039,5.66
SMH17041,3.99
SMH17068,41.6
SMH17073,10.13
SMH17082,1.81
SMH17116,16.65
SMH17122,0.0
SMH17123,0.0
SMH17149,2.73
SMH17153,11.77
SMH17160,11.91
SMH17174,16.41
SMH17183,9.63
SMH17187,11.21
SMH17188,12.45
SMH17192,20.33
SMH17200,44.05
SMH17206,32.49
SMH17209,17.65
SMH17213,10.65
SMH17214,22.68
SMH17218,16.56
SMH17221,27.39
SMH17232,13.07
SMH17238,18.81
SMH17245,7.98
SMH17251,5.62
SMH17258,19.01
SMH17260,19.26
SMH17264,11.17
SMH17265,9.51
SMH17269,9.0
SMH17279,29.08
SMH17283,7.91
SMH17284,15.89
SMH17296,16.32
SMH17310,27.06
SMH17321,13.91
SMH17382,17.72
SMH17386,16.24
SMH17387,10.56
SMH17388,11.14
SMH17397,13.94
SMH17401,15.04
SMH17402,36.05
SMH17406,22.81
SMH17419,19.17
SMH17421,34.3
SMH17471,23.16
SMH17475,13.28
SMH17476,13.87
SMH17503,15.68
SMH17559,19.07
SMH17564,18.39
SMH17565,21.74
SMH17573,18.08
SMH17575,14.08
SMH17582,19.09
SMH17589,25.02
SMH17590,26.55
SMH17595,27.52
SMH17607,34.34
SMH17623,17.24
SMH17624,16.45
SMH17628,20.06
SMH17631,18.36
SMH17636,27.26
SMH17645,13.56
SMH17658,12.12
SMH17667,14.57
SMH17669,15.43
SMH17675,33.6
SMH17676,30.08
SMH17677,44.74
SMH17678,14.52
SMH17685,26.66
SMH17690,39.17
SMH17695,17.43
SMH17699,11.25
SMH17700,25.04
SMH17702,19.72
SMH17714,34.28
SMH17724,16.42
SMH17725,18.84
SMH17733,13.56
SMH17743,17.67
SMH17746,22.83
SMH17769,18.27
SMH17784,16.93
SMH17795,19.03
SMH17805,14.21
SMH17829,15.78
SMH17832,17.65
SMH17834/51299,18.24
SMH17834/51299_2,18.16
SMH17841,38.5
SMH17844,6.73
SMH17845,6.68
SMH17847,16.69
SMH17870,14.67
SMH17890,14.52
SMH17905,13.25
SMH17920,18.42
SMH17922,16.44
SMH17925,19.49
SMH17943,22.43
SMH17958,1.57
SMH17960,20.76
SMH17963,17.39
SMH17978,13.8
SMH17979,1.85
SMH17986,0.98
SMH17995,16.19
SMH18009,19.97
SMH18026,24.49
SMH18038,15.85
SMH18043,18.96
SMH18064,9.8
SMH18091,1.32
SMH18098,1.66
SMH18103,2.59
SMH18108,2.18
SMH18115,13.36
SMH18120,15.0
SMH18136,0.7
SMH18138,2.18
SMH18142,17.07
SMH18182,14.86
SMH18231,21.3
SMH18233,0.74
SMH18246,14.9
SMH18261,10.58
SMH18262,15.9
SMH18263,20.76
SMH18324,11.99
SMH18345,16.1
SMH18349,15.1
SMH18350,33.04
SMH18351,17.37
SMH18352,21.52
SMH18354,14.23
SMH18360,19.12
SMH18366,1.33
SMH18368,1.34
SMH18395,15.32
SMH18396,18.75
SMH18407,17.59
SMH18413,22.37
SMH18424,19.43
SMH18426,3.26
SMH18428,64.28
SMH18432,12.65
SMH18436,14.62
SMH18449,8.62
SMH18450,10.16
SMH18467,12.11
SMH18474,18.68
SMH18481,11.89
SMH18506,13.95
SMH18516,12.09
SMH18524,19.28
SMH18555,12.39
SMH18607,27.34
SMH18615,14.71
SMH18628,27.87
SMH18631,24.75
SMH18634,28.28
SMH18636,23.16
SMH18647,22.35
SMH18662,21.25
SMH18664,26.71
SMH18665,26.62
SMH18666,22.3
SMH18673,0.84
SMH18675,3.69
SMH18678,6.44
SMH18679,10.07
SMH18681,15.95
SMH18684,9.3
SMH18688,4.54
SMH18698,22.3
SMH18702,21.94
SMH18705,21.63
SMH18732,6.3
SMH18736,24.48
SMH18740,26.42
SMH18743,25.81
SMH18746,32.1
SMH18763,17.12
SMH18764,16.1
SMH18773,21.16
SMH18781,29.11
SMH18783,35.67
SMH18785,33.81
SMH18788,34.76
SMH18809,25.29
SMH18810,24.79
SMH18813,26.82
SMH18826,29.47
SMH18827,32.56
SMH18832,38.98
SMH18848,34.73
SMH18849,34.76
SMH18854,29.18
SMH18859,35.97
SMH18862,25.41
SMH18864,27.92
SMH18870,30.13
SMH18872,26.8
SMH18877,2.05
SMH18880,22.43
SMH18885,22.07
SMH18893,11.67
SMH18897,15.01
SMH18900,35.96
SMH18903,34.87
SMH18907,31.78
SMH18913,1.17
SMH18929,4.74
SMH18931,14.86
SMH18934,28.61
SMH18935,11.35
SMH18937,30.3
SMH18938,19.47
SMH18950,23.6
SMH18961,30.81
SMH18964,10.53
SMH18965,16.1
SMH18974,34.57
SMH18978,27.92
SMH18986,28.94
SMH18987,34.38
SMH18989,0.43
SMH18991,4.61
SMH18992,8.75
SMH19002,14.72
SMH19021,20.16
SMH19023,5.93
SMH19032,22.6
SMH19041,17.25
SMH19048,5.37
SMH19056,3.42
SMH19061,2.84
SMH19075,13.14
SMH19076,11.28
SMH19082,3.65
SMH19087,2.81
SMH19090,0.72
SMH19095,7.7
SMH19099,10.67
SMH19101,16.22
SMH19108,23.05
SMH19111,3.11
SMH19112,3.38
SMH19138,4.74
SMH19143,4.02
SMH19145,11.15
SMH19146,6.64
SMH19147,7.12
SMH19160,15.54
SMH19165,9.3
SMH19166,11.85
SMH19181,42.34
SMH19183,6.1
SMH19190,4.08
SMH19195,10.15
SMH19196,4.76
SMH19202,21.31
SMH19220,16.5
SMH19224,9.45
SMH19225,9.88
SMH19227,12.05
SMH19234,13.84
SMH19240,20.35
SMH19251,16.99
SMH19254,21.22
SMH19257,18.18
SMH19261,20.11
SMH19269,13.74
SMH19275,17.04
SMH19277,28.28
SMH19279,11.37
SMH19289,13.56
SMH19297,14.82
SMH19298,15.14
SMH19305,18.88
SMH19310,17.2
SMH19315,10.56
SMH19318,18.88
SMH19319,16.37
SMH19323,13.85
SMH19329,4.01
SMH19335,22.31
SMH19339,22.09
SMH19341,33.71
SMH19348,29.05
SMH19360,20.1
SMH19372,27.92
SMH19375,26.35
SMH19376,14.66
SMH19377,13.85
SMH19384,14.69
SMH19406,43.52
SMH19422,6.51
SMH19432,41.63
SMH19483,12.74
SMH19590,17.48
SMH19592,18.57
SMH19661,16.8
SMH19670,2.01
SMH19674,18.19
SMH19679,17.53
SMH19680,23.67
SMH19684,23.0
SMH19693,12.18
SMH19695,23.55
SMH19699,11.79
SMH19702,15.77
SMH19703,44.73
SMH19706,7.64
SMH19707,16.15
SMH19728,22.01
SMH19730,25.44
SMH19731,24.77
SMH19737,32.75
SMH19739,33.48
SMH19749,12.65
SMH19757,17.55
SMH19760,18.89
SMH19762,12.21
SMH19764,13.93
SMH19768,21.42
SMH19774,25.57
SMH19775,19.25
SMH19781,23.35
SMH19788,22.86
SMH19802,0.76
SMH19808,44.78
SMH19810,19.82
SMH19812,28.66
SMH19815,19.32
SMH19820,3.99
SMH19821,12.5
SMH19822,13.17
SMH19826,18.39
SMH19828,22.29
SMH19834,18.16
SMH19836,20.99
SMH19840,33.34
SMH19843,44.27
SMH19844,24.9
SMH19845,65.43
SMH19847_2,26.87
SMH19848,16.02
SMH19850,20.94
SMH19852,14.87
SMH19857,18.14
SMH19858,26.45
SMH19861,27.95
SMH19863,58.82
SMH19870,13.57
SMH19877,23.66
SMH19880,18.65
SMH19886,11.76
SMH19892,19.25
SMH19920,34.59
SMH19994,21.4
SMH20001,13.65
SMH20015,21.22
SMH20028,3.5
SMH20029,21.9
SMH20033,19.36
SMH20037,19.6
SMH20043,2.05
SMH20048,26.27
SMH20051,26.0
SMH20053,28.9
SMH20058,17.89
SMH20061,26.73
SMH20063,29.75
SMH20065,3.97
SMH20066,2.55
SMH20068,7.22
SMH20069,0.84
SMH20074,22.24
SMH20079,25.57
SMH20081,22.51
SMH20088,35.11
SMH20090,22.35
SMH20093,15.55
SMH20095,1.33
SMH20108,34.1
SMH20111,4.98
SMH20112,23.5
SMH20113,4.05
SMH20119,21.13
SMH20125,24.66
SMH20136,42.2
SMH20138,3.38
SMH20142,8.18
SMH20154,14.41
SMH20162,3.23
SMH20167,32.06
SMH20176,35.89
SMH20178,14.82
SMH20184,46.93
SMH20192,37.12
SMH20204,22.88
SMH20209,17.8
SMH20216,22.26
SMH20217,16.82
SMH20218,24.01
SMH20220,8.89
SMH20221,1.0
SMH20225,0.55
SMH20239,14.6
SMH20252,43.63
SMH20279,1.51
SMH20282,15.0
SMH20295,22.62
SMH20300,0.0
SMH20302,35.47
SMH20303,24.74
SMH20305,36.12
SMH20309,14.56
SMH20311,20.33
SMH20313,4.57
SMH20318,29.03
SMH20321,1.83
SMH20352,19.32
SMH20358,1.18
SMH20368,6.91
SMH20376,32.15
SMH20389,3.34
SMH20410,14.01
SMH20412,32.94
SMH20415,19.44
SMH20433,36.03
SMH20439,1.35
SMH20441,2.98
SMH20456,1.06
SMH20470,24.94
SMH20473,0.64
SMH20479,11.97
SMH20481,17.87
SMH20484,4.74
SMH20485,4.3
SMH20490,17.51
SMH20509,28.3
SMH20510,11.74
SMH20514/47398,26.41
SMH20529/54044,24.11
SMH20529/54044_2,24.05
SMH20531,29.14
SMH20535,14.61
SMH20542,23.95
SMH20550,9.21
SMH20551,4.87
SMH20561,24.68
SMH20565,33.73
SMH20572,18.29
SMH20575,22.05
SMH20579,19.29
SMH20584,2.42
SMH20585,2.9
SMH20600,1.02
SMH20602,1.4
SMH20605,2.68
SMH20626,12.18
SMH20629,3.6
SMH20638,23.72
SMH20639,23.1
SMH20648,16.17
SMH20650,18.83
SMH20655,29.49
SMH20662,33.32
SMH20663,14.88
SMH20668,18.66
SMH20680,12.07
SMH20734,15.44
SMH20765,4.3
SMH20770,2.64
SMH20780,19.93
SMH20786,28.75
SMH20792,15.1
SMH20799,22.7
SMH20813,1.2
SMH20816,5.99
SMH20817,20.36
SMH20818,6.56
SMH20821,18.49
SMH20823,12.14
SMH20831,2.03
SMH20836,6.64
SMH20855,6.98
SMH20864,0.88
SMH20875,1.05
SMH20893,1.03
SMH20894,0.86
SMH20896,9.52
SMH20897,4.02
SMH20901,15.74
SMH20903,17.36
SMH20909,0.69
SMH20910,0.57
SMH20911,0.08
SMH20916,12.74
SMH20928,26.24
SMH20951,21.07
SMH20952,16.63
SMH20962,17.21
SMH20966,18.59
SMH20967,19.25
SMH20971,0.67
SMH20972,24.36
SMH20981,35.68
SMH20982,34.74
SMH20993,15.75
SMH20996,27.18
SMH20997,24.43
SMH21000,38.2
SMH21004,13.74
SMH21005,16.84
SMH21006,14.43
SMH21016,16.26
SMH21021,17.18
SMH21024,15.27
SMH21025,17.97
SMH21034,14.3
SMH21035,1.49
SMH21037,17.4
SMH21049,20.9
SMH21055,15.11
SMH21063,20.96
SMH21064,21.27
SMH21076,19.79
SMH21077,19.44
SMH21079,11.04
SMH21082,14.4
SMH21087,13.17
SMH21091,18.27
SMH21098,17.2
SMH21100,6.11
SMH21105,11.66
SMH21115,7.2
SMH21116,28.23
SMH21117,27.9
SMH21123,12.4
SMH21124,13.89
SMH21127,17.99
SMH21130,21.95
SMH21135,32.34
SMH21162,17.97
SMH21173,8.46
SMH21207,27.18
SMH21211,26.74
SMH21222,2.51
SMH21225,22.56
SMH21227,23.31
SMH21228,24.19
SMH21233,24.41
SMH21266,27.7
SMH21279,27.38
SMH21286,21.25
SMH21297,19.79
SMH21305,20.4
SMH21323,22.17
SMH21327,27.11
SMH21328,25.5
SMH21334,18.44
SMH21340,5.1
SMH21353,21.24
SMH21369,1.66
SMH21376,24.73
SMH21377,14.75
SMH21382,21.06
SMH21384,24.77
SMH21389,14.33
SMH21400,0.97
SMH21408,28.6
SMH21409,12.03
SMH21414,22.08
SMH21425,20.31
SMH21426,25.77
SMH21431,8.95
SMH21432,23.2
SMH21433,7.45
SMH21437,3.44
SMH21439,25.41
SMH21446,13.77
SMH21447,1.03
SMH21448,16.65
SMH21452,1.05
SMH21454,25.8
SMH21457,42.92
SMH21473,18.9
SMH21474,18.87
SMH21496,13.5
SMH21506,10.7
SMH21515,20.31
SMH21525,1.62
SMH21533,18.4
SMH21545,11.91
SMH21547,19.25
SMH21554,19.56
SMH21566,19.48
SMH21572,19.15
SMH21577,1.33
SMH21587,24.45
SMH21594,13.03
SMH21596a,12.55
SMH21600,16.79
SMH21606,25.29
SMH21610,33.44
SMH21612,1.84
SMH21628,16.69
SMH21629,15.21
SMH21650,6.16
SMH21658,10.05
SMH21662,16.18
SMH21674,19.34
SMH21678,5.73
SMH21701,22.32
SMH21710,11.23
SMH21711,16.83
SMH21715,17.29
SMH21744,13.32
SMH21749,4.7
SMH21762,24.28
SMH21765,21.3
SMH21766,23.32
SMH21778,15.53
SMH21783,19.3
SMH21790,19.39
SMH21798,21.4
SMH21800,18.02
SMH21801,19.75
SMH21805,27.98
SMH21806,13.84
SMH21807,28.04
SMH21812,9.7
SMH21815,7.74
SMH21825,25.67
SMH21833,19.12
SMH21838,24.42
SMH21841,29.24
SMH21842,29.49
SMH21850,21.99
SMH21851,63.3
SMH21852,20.36
SMH21880,18.54
SMH21881,19.0
SMH21890,12.57
SMH21901,21.09
SMH21904,16.08
SMH21916,11.36
SMH21929,13.37
SMH21935,13.04
SMH21940,11.2
SMH21944,15.45
SMH21947,13.49
SMH21949,16.36
SMH21950,16.24
SMH21968,27.15
SMH21969,31.51
SMH21970,25.91
SMH21973,15.47
SMH21978,16.62
SMH21987,54.27
SMH21997,12.2
SMH22001,13.2
SMH22024,19.37
SMH22028,21.6
SMH22045,19.83
SMH22052,17.43
SMH22055,26.67
SMH22056,25.6
SMH22058,23.32
SMH22064,19.27
SMH22068,12.13
SMH22078,3.7
SMH22085,9.26
SMH22086,10.27
SMH22088,23.48
SMH22090,30.57
SMH22091,14.12
SMH22092,28.44
SMH22094,28.64
SMH22110,13.83
SMH22115,22.06
SMH22119,35.0
SMH22124,25.76
SMH22138,28.61
SMH22144,1.87
SMH22145,12.87
SMH22160,15.89
SMH22168,21.01
SMH22169,17.8
SMH22174,12.34
SMH22175,23.33
SMH22179,21.29
SMH22188,18.64
SMH22199,3.58
SMH22211,19.44
SMH22213,8.05
SMH22218,25.95
SMH22223,11.14
SMH22229,10.34
SMH22238,20.49
SMH22239,9.41
SMH22248,14.94
SMH22251,16.63
SMH22254,45.06
SMH22260,29.73
SMH22272,26.12
SMH22276,10.2
SMH22287,10.72
SMH22288,16.03
SMH22293,18.18
SMH22295,66.24
SMH22299,19.13
SMH22301,21.68
SMH22304,28.02
SMH22305,36.7
SMH22312,11.2
SMH22317,13.11
SMH22318,7.16
SMH22320,22.03
SMH22323,20.23
SMH22327,21.77
SMH22328,38.62
SMH22343,14.78
SMH22352,16.24
SMH22370,2.45
SMH22377,39.43
SMH22395,12.08
SMH22421,23.11
SMH22447,17.04
SMH22448,16.15
SMH22467,40.76
SMH22486,1.65
SMH22488,2.49
SMH22503,44.97
SMH22893,19.84
SMH22895,49.6
SMH22913,18.01
SMH22921,24.63
SMH22927,9.14
SMH22930,20.03
SMH22934,19.45
SMH22935,17.72
SMH22936,17.3
SMH22938,19.66
SMH22939,17.94
SMH22940,20.79
SMH22941,17.98
SMH22942,15.04
SMH22951,16.76
SMH22953,19.83
SMH23088,2.92
SMH23108,15.76
SMH23111,34.97
SMH23113,0.57
SMH23114,19.03
SMH23127,17.72
SMH23128,24.91
SMH23145,15.3
SMH23165,0.0
SMH23185,13.76
SMH23201,1.21
SMH23206,16.31
SMH23208,12.46
SMH23216,0.57
SMH23219,10.77
SMH23231,2.96
SMH23238,0.01
SMH23405,3.15
SMH23425,15.87
SMH23427,16.41
SMH23444,17.3
SMH23446,14.58
SMH23453,2.36
SMH23456,1.55
SMH23468,14.25
SMH23471,11.94
SMH23485,1.87
SMH23491,3.93
SMH23492,2.52
SMH23511,1.75
SMH23512,3.31
SMH23515,14.86
SMH23520,2.01
SMH23531,3.31
SMH23537,1.09
SMH23539,1.08
SMH23551,3.0
SMH23554,2.88
SMH23587,2.09
SMH23588,6.24
SMH23592,53.11
SMH23647,13.97
SMH23648,21.52
SMH23649,1.55
SMH23668,1.49
SMH23705,1.23
SMH23707,1.19
SMH23729,2.16
SMH23737,12.68
SMH23744,17.29
SMH23756,10.84
SMH23764,9.24
SMH23766,6.76
SMH23766_2,4.61
SMH23766_3,6.31
SMH23775,14.59
SMH23776,12.2
SMH23777,3.56
SMH23778,22.58
SMH23779,21.35
SMH23788,16.85
SMH23790,18.41
SMH23799,10.67
SMH23802,15.6
SMH23803,15.85
SMH23808,16.53
SMH23810,15.58
SMH23811,24.23
SMH23820,10.72
SMH23826,18.53
SMH23831,13.41
SMH23834,1.8
SMH23838,5.85
SMH23845,19.91
SMH23855,10.04
SMH23887,30.58
SMH23892,13.38
SMH23894,20.3
SMH23899,27.05
SMH23908,16.16
SMH23928,18.42
SMH23946,20.94
SMH23947,15.1
SMH23968,23.18
SMH24003,39.93
SMH24005,18.74
SMH24012,11.6
SMH24037,21.72
SMH24042,19.75
SMH24075,28.06
SMH24076,16.86
SMH24082,39.63
SMH24093,18.22
SMH24103,14.63
SMH24104,20.74
SMH24107,14.31
SMH24108,17.5
SMH24109,40.06
SMH24112,25.19
SMH24116,23.38
SMH24119,25.11
SMH24124,24.0
SMH24129,11.57
SMH24130,16.32
SMH24133,18.08
SMH24154,38.96
SMH24158,30.66
SMH24162,26.94
SMH24164,14.54
SMH24165,27.67
SMH24166,32.01
SMH24181,31.97
SMH24182,26.18
SMH24193,19.4
SMH24197,25.8
SMH24198,32.55
SMH24210,24.86
SMH24222,12.95
SMH24227,29.38
SMH24237,20.95
SMH24257,33.98
SMH24258,39.65
SMH24261,44.03
SMH24262,14.44
SMH24281,11.26
SMH24283,12.2
SMH24290,17.86
SMH24310,17.67
SMH24312,35.17
SMH24333,22.38
SMH24334,21.16
SMH24335,20.03
SMH24343,18.61
SMH24350,1.12
SMH24352,36.75
SMH24392,20.02
SMH24393,22.44
SMH24394,20.91
SMH24409,13.19
SMH24411,12.93
SMH24419,32.44
SMH24453,11.16
SMH24454,13.39
SMH24456,13.47
SMH24462,28.35
SMH24465,19.24
SMH24467,21.34
SMH24472,14.7
SMH24486,0.19
SMH24500,22.63
SMH24503,20.74
SMH24525,18.28
SMH24553,27.68
SMH24554,28.49
SMH24563,34.37
SMH24565,21.8
SMH24567,14.2
SMH24567_2,15.49
SMH24568,16.0
SMH24569,6.16
SMH24583,21.36
SMH24586,0.72
SMH24594,1.34
SMH24609,1.65
SMH24664,1.94
SMH24665,6.62
SMH24666,20.45
SMH24680,17.19
SMH24681,17.16
SMH24683,0.78
SMH24687,0.92
SMH24723,1.14
SMH24726,31.66
SMH24749,15.8
SMH24753,36.56
SMH24756,1.44
SMH24764,20.13
SMH24765,1.73
SMH24769,0.67
SMH24780,15.99
SMH24788,1.11
SMH24817,1.05
SMH24818,25.69
SMH24839,0.79
SMH24874,11.96
SMH24884,15.95
SMH24898,0.01
SMH24907,35.28
SMH24910,15.79
SMH24915,11.99
SMH24916,37.02
SMH24917,21.34
SMH24920,13.34
SMH24937,20.47
SMH24939,16.45
SMH24940,12.4
SMH24958,21.24
SMH24959,35.61
SMH24963,1.2
SMH24967,20.14
SMH24971,1.36
SMH24987,19.47
SMH24992,18.99
SMH24997,12.72
SMH24999,13.95
SMH25001,18.95
SMH25011,40.68
SMH25014,47.57
SMH25024,9.36
SMH25025,13.81
SMH25027,14.0
SMH25030,19.56
SMH25036,19.03
SMH25041,20.65
SMH25050,28.39
SMH25054,19.55
SMH25074,11.97
SMH25082,28.82
SMH25092,14.81
SMH25093,27.8
SMH25112,19.53
SMH25135,31.46
SMH25142,19.13
SMH25199,34.87
SMH25200,2.23
SMH25204,32.73
SMH25205,24.68
SMH25208,27.49
SMH25209,24.06
SMH25210,27.33
SMH25219,4.4
SMH25224,23.47
SMH25225,23.63
SMH25227,42.19
SMH25230,20.94
SMH25231,20.05
SMH25241,4.32
SMH25242,25.66
SMH25245,3.56
SMH25248,17.16
SMH25253,23.93
SMH25265,17.94
SMH25266,11.98
SMH25273,21.42
SMH25276,4.11
SMH25277,2.74
SMH25283,35.14
SMH25289,25.29
SMH25300,23.48
SMH25303,25.11
SMH25330,28.99
SMH25347,33.22
SMH25350,27.77
SMH25355,25.43
SMH25374,26.99
SMH25377_2,28.31
SMH25383,32.89
SMH25384,31.61
SMH25388,23.28
SMH25391,18.51
SMH25397,18.79
SMH25400,33.66
SMH25402,8.73
SMH25403,45.15
SMH25406,22.4
SMH25407,27.2
SMH25408,25.02
SMH25410,23.19
SMH25411,1.9
SMH25412,5.46
SMH25417,32.83
SMH25420,29.44
SMH25426,17.98
SMH25433,12.57
SMH25434,72.44
SMH25436,20.32
SMH25444,14.07
SMH25449,11.93
SMH25452,3.69
SMH25453,36.13
SMH25459,13.58
SMH25460,26.02
SMH25462,35.47
SMH25469,0.24
SMH25470,25.83
SMH25494,36.38
SMH25495,12.18
SMH25497,9.4
SMH25501,6.52
SMH25507,24.15
SMH25509,27.45
SMH25512,23.03
SMH25514,8.21
SMH25516,26.11
SMH25517_2,9.87
SMH25523,35.71
SMH25526,34.81
SMH25527,14.9
SMH25528,15.39
SMH25535,15.05
SMH25536,36.2
SMH25538,16.21
SMH25540,1.27
SMH25541,35.45
